Employment_Sector,Employment_Tenure_Months,Net_Salary_Per_Cutoff,Salary_Frequency,Housing_Status,Years_at_Current_Address,Household_Head,Number_of_Dependents,Comaker_Relationship,Comaker_Employment_Tenure_Months,Comaker_Net_Salary_Per_Cutoff,Has_Community_Role,Paluwagan_Participation,Other_Income_Source,Disaster_Preparedness,Is_Renewing_Client,Default
Public,62,38699.51,Biweekly,Owned,4.7,Yes,4,Spouse,45,40544.7,Yes,No,OFW Remittance,Community Plan,0,0
Private,88,36071.68,Biweekly,Rented,2.2,Yes,2,Sibling,109,40924.5,Yes,Yes,Freelance,None,0,1
Private,46,25164.64,Monthly,Owned,8.7,No,1,Friend,103,39929.95,No,No,Freelance,None,0,0
Public,11,20768.0,Biweekly,Owned,5.8,No,5,Friend,70,23895.33,Yes,No,None,Community Plan,0,1
Private,40,44082.12,Biweekly,Owned,4.7,Yes,2,Friend,92,36605.4,No,Yes,Business,Insurance,0,0
Public,97,20033.3,Monthly,Owned,2.2,No,0,Spouse,108,39425.99,No,Yes,None,Community Plan,0,0
Public,96,22664.92,Bimonthly,Owned,3.1,No,0,Friend,97,21628.08,Yes,No,OFW Remittance,Insurance,0,0
Public,77,35305.15,Weekly,Owned,1.1,No,3,Sibling,74,24421.99,No,No,OFW Remittance,Insurance,0,0
Public,12,18441.79,Bimonthly,Owned,8.6,Yes,5,Sibling,78,38401.5,No,No,None,Community Plan,0,0
Public,58,19674.55,Weekly,Rented,3.6,No,2,Spouse,26,30585.13,Yes,No,None,None,0,0
Public,26,31295.4,Biweekly,Owned,4.4,Yes,0,Parent,80,19891.42,No,No,None,Community Plan,0,1
Public,56,36111.03,Bimonthly,Rented,6.5,No,0,Parent,87,43090.2,Yes,Yes,Freelance,Insurance,0,0
Public,58,32845.59,Monthly,Owned,5.1,Yes,3,Parent,66,22406.73,Yes,No,OFW Remittance,Savings,0,0
Public,10,29497.91,Biweekly,Owned,7.4,Yes,2,Sibling,64,16360.95,No,Yes,Business,Insurance,0,0
Private,98,18909.97,Biweekly,Owned,5.5,No,1,Friend,108,21390.69,No,Yes,None,None,0,0
Private,119,34110.61,Bimonthly,Rented,0.6,Yes,0,Sibling,75,38730.2,No,No,OFW Remittance,None,0,0
Private,109,40725.12,Weekly,Rented,8.2,No,3,Spouse,101,40243.34,Yes,No,None,None,0,0
Public,69,36901.22,Monthly,Owned,4.4,Yes,1,Spouse,39,15785.93,No,Yes,Freelance,Insurance,0,0
Public,11,41053.63,Weekly,Owned,8.0,Yes,1,Sibling,63,40746.91,No,Yes,Freelance,None,0,0
Public,9,29022.61,Weekly,Rented,6.0,No,5,Sibling,93,24548.31,Yes,Yes,OFW Remittance,Savings,0,0
Public,21,41608.81,Weekly,Rented,3.7,Yes,2,Friend,55,19743.83,Yes,No,OFW Remittance,Savings,0,0
Private,10,39723.23,Bimonthly,Owned,7.7,No,0,Spouse,27,36981.05,No,Yes,Business,Community Plan,0,0
Public,32,15395.91,Weekly,Owned,1.5,Yes,2,Spouse,12,29914.17,No,Yes,Freelance,Community Plan,0,0
Private,100,21976.1,Weekly,Owned,7.8,Yes,5,Sibling,91,24172.61,No,No,OFW Remittance,None,0,0
Private,98,28327.91,Monthly,Owned,10.0,Yes,1,Parent,24,40786.66,Yes,Yes,Business,None,0,0
Private,96,25516.47,Biweekly,Rented,5.8,No,1,Parent,39,41734.74,No,Yes,OFW Remittance,None,0,0
Public,81,24758.89,Bimonthly,Owned,1.9,No,1,Spouse,109,32552.66,Yes,No,Freelance,None,0,0
Public,30,30309.27,Bimonthly,Rented,1.5,No,4,Parent,113,20871.57,Yes,No,Business,Savings,0,0
Private,20,33746.46,Biweekly,Rented,3.5,No,0,Sibling,44,22611.34,Yes,Yes,OFW Remittance,Insurance,0,0
Private,12,44654.02,Weekly,Owned,4.2,Yes,3,Parent,30,35080.1,Yes,No,OFW Remittance,Insurance,0,0
Public,105,43431.47,Weekly,Rented,3.4,No,5,Spouse,30,42745.43,No,No,Freelance,Community Plan,0,0
Private,63,39145.34,Monthly,Rented,6.4,Yes,3,Spouse,86,38059.61,Yes,No,OFW Remittance,Insurance,0,0
Private,109,26279.64,Biweekly,Owned,8.8,No,2,Parent,108,44500.83,Yes,Yes,Freelance,None,0,0
Public,95,44258.27,Biweekly,Owned,2.9,No,0,Friend,33,19659.93,Yes,Yes,Freelance,Insurance,0,0
Public,100,28258.2,Bimonthly,Owned,5.7,No,2,Spouse,89,22981.98,No,No,Business,Savings,0,0
Private,98,42662.19,Biweekly,Owned,10.0,Yes,0,Parent,39,23596.62,No,Yes,None,Community Plan,0,0
Public,92,15029.08,Weekly,Owned,3.8,No,2,Parent,15,22850.28,Yes,No,OFW Remittance,None,0,0
Private,71,21295.05,Bimonthly,Owned,1.2,Yes,0,Parent,30,22234.73,Yes,No,Freelance,Insurance,0,0
Public,82,18724.14,Biweekly,Rented,3.4,Yes,5,Parent,56,40339.69,Yes,No,OFW Remittance,None,0,0
Public,46,42491.49,Weekly,Owned,5.7,Yes,1,Parent,60,41414.39,Yes,Yes,Business,Insurance,0,1
Private,102,35701.56,Biweekly,Owned,5.9,No,4,Sibling,114,16279.39,Yes,Yes,Business,Savings,0,0
Private,93,23753.34,Weekly,Rented,9.2,Yes,0,Sibling,71,39868.72,Yes,Yes,OFW Remittance,Community Plan,0,0
Private,113,43012.76,Weekly,Owned,7.9,No,2,Parent,78,35735.15,No,Yes,Freelance,Savings,0,0
Public,14,29889.54,Bimonthly,Owned,9.9,Yes,5,Sibling,29,42123.83,No,Yes,Business,None,0,0
Private,107,23397.86,Biweekly,Owned,8.8,Yes,2,Sibling,32,19294.67,Yes,Yes,OFW Remittance,Community Plan,0,0
Private,62,15278.03,Biweekly,Rented,4.6,Yes,5,Sibling,11,42020.63,No,No,Freelance,None,0,0
Private,72,40516.28,Biweekly,Owned,4.9,No,4,Sibling,59,18685.72,Yes,No,Freelance,None,0,1
Public,27,39724.58,Monthly,Owned,7.1,Yes,3,Spouse,74,36087.73,No,No,OFW Remittance,Community Plan,0,0
Private,120,28122.47,Weekly,Rented,5.6,No,3,Spouse,113,44257.19,Yes,Yes,Freelance,Community Plan,0,0
Private,33,38757.0,Weekly,Owned,2.3,No,4,Spouse,105,26994.33,Yes,No,Freelance,None,0,0
Private,61,25106.18,Biweekly,Owned,2.7,No,2,Friend,12,38433.59,Yes,Yes,Freelance,None,0,0
Public,113,34848.93,Monthly,Rented,6.0,Yes,2,Sibling,37,21892.46,No,Yes,None,Insurance,0,0
Public,117,15236.88,Monthly,Rented,0.4,No,2,Parent,70,24067.75,Yes,No,None,None,0,0
Public,86,22711.86,Weekly,Rented,5.3,No,0,Spouse,84,28767.59,Yes,No,Freelance,Savings,0,0
Public,69,44448.17,Biweekly,Rented,2.3,No,5,Parent,118,33180.22,Yes,Yes,None,Community Plan,0,0
Public,31,16997.64,Monthly,Owned,3.4,Yes,3,Sibling,81,44244.07,Yes,Yes,Freelance,Community Plan,0,0
Private,114,41436.78,Monthly,Rented,8.8,Yes,2,Parent,70,39544.62,Yes,Yes,None,None,0,0
Public,106,34056.17,Weekly,Owned,7.0,No,3,Friend,55,31177.89,No,Yes,Freelance,Insurance,0,0
Private,43,35431.82,Biweekly,Owned,7.2,Yes,2,Friend,47,19780.32,Yes,No,Freelance,Community Plan,0,0
Public,37,35816.13,Biweekly,Rented,9.1,No,5,Sibling,116,26336.95,Yes,No,Freelance,Savings,0,0
Public,70,35844.97,Weekly,Rented,4.4,No,4,Friend,30,32285.77,Yes,Yes,OFW Remittance,Community Plan,0,0
Public,112,42887.24,Monthly,Rented,8.5,No,5,Spouse,68,15147.32,No,Yes,None,Community Plan,0,0
Public,26,18326.77,Weekly,Owned,8.2,Yes,0,Parent,118,38959.17,Yes,Yes,Business,Community Plan,0,0
Private,10,28833.63,Biweekly,Rented,7.3,Yes,0,Spouse,93,25538.14,No,No,Freelance,Community Plan,0,0
Private,21,26591.31,Bimonthly,Owned,0.9,Yes,5,Parent,23,29891.38,No,No,Business,None,0,1
Public,58,24153.24,Weekly,Owned,1.2,Yes,0,Parent,19,30483.28,No,No,Freelance,Community Plan,0,0
Public,118,39756.92,Biweekly,Rented,2.8,No,2,Friend,94,25643.55,No,Yes,OFW Remittance,Insurance,0,0
Private,66,39396.16,Weekly,Rented,0.3,Yes,0,Spouse,81,26528.29,Yes,Yes,OFW Remittance,None,0,0
Public,69,23092.25,Biweekly,Rented,5.1,No,4,Spouse,69,35556.95,No,No,None,Savings,0,1
Public,115,32619.92,Bimonthly,Owned,5.5,No,0,Sibling,22,34282.23,No,Yes,OFW Remittance,None,0,0
Public,109,18034.21,Biweekly,Owned,7.6,Yes,1,Sibling,48,22418.03,Yes,No,OFW Remittance,Insurance,0,0
Public,46,19344.31,Bimonthly,Owned,5.6,No,4,Spouse,29,29844.27,Yes,No,Business,None,0,0
Private,30,27208.17,Biweekly,Owned,8.9,Yes,4,Spouse,33,30341.64,Yes,Yes,Business,Savings,0,0
Private,19,41273.82,Monthly,Owned,6.0,No,5,Sibling,117,18020.58,Yes,Yes,None,Community Plan,0,0
Public,11,24272.38,Bimonthly,Rented,7.4,Yes,2,Sibling,41,44654.1,Yes,Yes,Freelance,Savings,0,0
Private,49,29734.81,Biweekly,Owned,8.5,Yes,5,Parent,23,24118.51,Yes,Yes,None,Insurance,0,0
Public,47,43128.97,Bimonthly,Owned,8.7,Yes,4,Friend,14,22930.91,Yes,No,Freelance,Community Plan,0,0
Private,26,31232.38,Monthly,Owned,0.8,Yes,1,Friend,60,42820.34,Yes,Yes,OFW Remittance,Community Plan,0,0
Public,42,15977.6,Monthly,Rented,8.3,Yes,2,Friend,71,40901.69,Yes,No,OFW Remittance,Savings,0,0
Private,77,22167.92,Monthly,Owned,0.4,No,1,Spouse,119,24035.7,No,No,Freelance,Community Plan,0,0
Private,23,34934.69,Bimonthly,Rented,9.9,Yes,5,Sibling,111,27242.1,Yes,Yes,None,Insurance,0,0
Private,32,16682.56,Monthly,Rented,0.5,No,1,Sibling,95,33957.96,Yes,No,OFW Remittance,Insurance,0,0
Public,10,39355.81,Bimonthly,Owned,8.8,No,2,Parent,78,20052.1,Yes,No,Business,Community Plan,0,0
Private,98,23130.19,Biweekly,Owned,0.5,No,1,Parent,49,35628.33,No,Yes,OFW Remittance,Insurance,0,0
Public,80,36905.33,Bimonthly,Rented,2.8,Yes,1,Sibling,95,33053.77,No,No,Business,None,0,0
Private,13,41529.33,Monthly,Owned,1.1,No,0,Spouse,70,23244.21,Yes,Yes,Business,Savings,0,0
Private,36,25306.59,Biweekly,Rented,7.5,No,0,Parent,116,35821.51,Yes,No,None,Insurance,0,0
Private,74,38852.55,Biweekly,Owned,2.8,No,3,Parent,44,31196.32,No,Yes,None,Community Plan,0,0
Public,27,38988.49,Bimonthly,Rented,6.4,Yes,2,Spouse,58,40198.52,Yes,Yes,Business,None,0,0
Public,90,19220.13,Monthly,Rented,7.8,Yes,0,Friend,64,28546.19,Yes,Yes,None,Savings,0,0
Public,46,15103.62,Monthly,Rented,3.9,Yes,4,Sibling,58,17124.79,No,Yes,Business,Insurance,0,0
Private,100,19154.39,Monthly,Rented,4.3,No,3,Friend,36,41913.71,Yes,Yes,Business,Savings,0,0
Public,39,25176.9,Bimonthly,Owned,5.6,No,3,Spouse,87,34688.2,No,No,OFW Remittance,Savings,0,0
Public,103,23923.2,Monthly,Rented,3.8,No,1,Friend,111,25237.43,No,No,OFW Remittance,Insurance,0,0
Public,64,41292.05,Monthly,Rented,4.7,Yes,1,Sibling,92,44829.7,Yes,Yes,Business,None,0,0
Private,115,15248.11,Monthly,Owned,4.5,Yes,4,Friend,113,36603.88,Yes,No,OFW Remittance,Insurance,0,1
Private,109,39544.04,Bimonthly,Rented,9.4,Yes,5,Parent,117,30506.17,Yes,No,Business,Community Plan,0,0
Public,9,23120.51,Biweekly,Owned,6.3,Yes,1,Friend,64,43373.84,Yes,Yes,Business,Insurance,0,0
Private,63,43863.36,Biweekly,Rented,3.8,No,4,Friend,58,16722.98,No,Yes,Business,Community Plan,0,0
Public,91,34111.16,Biweekly,Owned,3.6,No,2,Friend,51,26472.32,No,Yes,None,Community Plan,0,0
Private,113,15192.58,Biweekly,Rented,9.6,Yes,4,Spouse,93,19218.27,Yes,No,OFW Remittance,Community Plan,0,0
Private,87,17909.09,Weekly,Owned,6.6,No,0,Sibling,111,41588.57,Yes,Yes,OFW Remittance,Community Plan,0,0
Public,31,34395.04,Bimonthly,Owned,8.5,Yes,5,Spouse,30,42932.61,No,No,Business,Insurance,0,0
Private,43,32383.29,Bimonthly,Rented,7.2,Yes,5,Friend,21,37619.54,Yes,No,OFW Remittance,Insurance,0,1
Public,120,21352.33,Bimonthly,Rented,3.7,No,1,Parent,48,25858.16,Yes,No,None,None,0,0
Private,103,21299.34,Monthly,Owned,1.6,No,4,Friend,45,32839.14,No,Yes,Freelance,Savings,0,0
Public,63,32229.45,Bimonthly,Rented,4.4,No,0,Parent,92,23620.85,Yes,Yes,None,None,0,0
Public,71,37688.35,Bimonthly,Owned,6.3,No,1,Spouse,67,21531.18,Yes,Yes,OFW Remittance,Savings,0,0
Public,21,35871.97,Monthly,Rented,2.6,No,5,Spouse,16,22444.18,Yes,No,None,Insurance,0,0
Private,32,29851.37,Weekly,Owned,5.7,Yes,0,Spouse,115,37469.69,No,No,Business,Community Plan,0,0
Private,117,33976.75,Weekly,Rented,3.3,No,4,Spouse,61,30842.65,Yes,Yes,Business,Insurance,0,0
Private,33,15412.09,Monthly,Owned,8.2,Yes,1,Spouse,43,30541.76,No,No,Freelance,Community Plan,0,0
Private,70,39128.65,Bimonthly,Owned,7.4,Yes,5,Spouse,34,23286.0,No,Yes,None,Community Plan,0,0
Private,39,39566.56,Biweekly,Owned,2.7,No,0,Spouse,84,31477.02,Yes,No,Business,Savings,0,0
Public,39,27101.07,Bimonthly,Owned,3.9,No,2,Spouse,75,20321.65,Yes,No,Freelance,Insurance,0,0
Public,91,33266.48,Monthly,Rented,8.4,No,5,Sibling,103,33552.6,No,No,Freelance,Community Plan,0,1
Public,64,27547.72,Biweekly,Rented,7.9,No,4,Parent,33,43344.51,No,Yes,Business,None,0,0
Private,34,20391.85,Bimonthly,Rented,8.8,No,2,Friend,30,27842.28,No,No,Business,None,0,0
Private,14,19730.7,Biweekly,Owned,0.3,No,5,Parent,22,15591.96,Yes,No,Freelance,Savings,0,1
Public,50,37304.02,Biweekly,Owned,5.4,Yes,3,Sibling,87,16311.86,Yes,Yes,Business,None,0,0
Private,37,24788.46,Monthly,Rented,9.0,Yes,3,Friend,20,34981.8,No,No,None,Savings,0,1
Private,15,39054.77,Weekly,Rented,1.0,Yes,0,Spouse,35,36689.8,No,No,Freelance,Community Plan,0,0
Private,55,17107.13,Monthly,Owned,6.7,No,1,Parent,16,29992.65,Yes,Yes,Business,Insurance,0,0
Public,67,40945.91,Weekly,Rented,3.2,Yes,1,Sibling,80,41694.95,No,No,Freelance,None,0,0
Public,36,23871.77,Bimonthly,Owned,0.7,Yes,5,Parent,21,22810.62,Yes,No,None,Savings,0,0
Public,68,15299.62,Weekly,Owned,7.0,Yes,2,Spouse,87,28555.0,No,No,Business,None,0,1
Public,32,27923.74,Weekly,Owned,6.0,No,2,Parent,116,32176.27,No,Yes,None,None,0,0
Private,71,39483.5,Monthly,Owned,1.3,Yes,4,Spouse,47,23781.51,Yes,Yes,None,Community Plan,0,0
Public,51,41424.89,Monthly,Rented,3.2,Yes,1,Parent,58,44573.57,No,Yes,Freelance,Community Plan,0,0
Public,12,19649.41,Biweekly,Owned,2.5,No,2,Friend,58,22041.28,Yes,No,None,Savings,0,0
Public,81,25064.71,Weekly,Rented,9.4,No,2,Spouse,112,16092.18,No,No,None,Savings,0,0
Private,112,38210.53,Weekly,Owned,9.9,Yes,2,Spouse,49,43556.43,No,Yes,None,Savings,0,0
Private,40,34899.34,Biweekly,Owned,8.2,Yes,4,Spouse,41,44944.06,Yes,Yes,Business,Insurance,0,0
Private,18,38569.38,Monthly,Owned,5.0,No,3,Sibling,88,20264.28,No,No,OFW Remittance,Insurance,0,0
Public,38,37948.89,Biweekly,Owned,2.5,No,1,Sibling,56,20392.63,Yes,Yes,Freelance,None,0,0
Public,55,18256.58,Weekly,Owned,2.3,No,5,Spouse,21,17170.57,Yes,Yes,Business,Community Plan,0,0
Private,21,36551.74,Monthly,Rented,3.6,Yes,5,Parent,39,44773.63,No,Yes,None,Community Plan,0,0
Public,52,38149.53,Bimonthly,Rented,0.7,No,3,Sibling,119,24968.41,Yes,No,OFW Remittance,Savings,0,0
Public,61,25054.91,Bimonthly,Owned,1.2,Yes,4,Sibling,118,39718.55,No,No,None,Insurance,0,0
Private,111,29441.67,Biweekly,Owned,2.3,No,3,Sibling,19,41918.76,Yes,No,Freelance,Savings,0,1
Public,33,31677.06,Weekly,Owned,1.9,No,4,Friend,87,39413.73,No,No,OFW Remittance,Community Plan,0,0
Public,95,24441.32,Weekly,Rented,6.0,Yes,3,Sibling,64,17275.24,Yes,Yes,OFW Remittance,None,0,0
Public,29,27587.43,Biweekly,Rented,2.4,Yes,2,Parent,41,15913.27,Yes,Yes,OFW Remittance,Savings,0,0
Private,92,28184.9,Weekly,Owned,3.5,Yes,5,Spouse,74,22572.4,No,No,None,Insurance,0,0
Private,8,41929.31,Monthly,Rented,1.8,Yes,3,Friend,20,42892.38,Yes,Yes,None,None,0,0
Public,40,18812.19,Monthly,Owned,6.7,Yes,3,Sibling,110,42075.75,No,Yes,Business,Savings,0,0
Private,18,31701.89,Monthly,Owned,7.1,Yes,4,Parent,118,19641.29,Yes,Yes,OFW Remittance,None,0,0
Private,75,30433.46,Weekly,Owned,7.3,Yes,2,Friend,88,17919.44,Yes,Yes,OFW Remittance,Savings,0,0
Public,88,27675.53,Bimonthly,Rented,2.9,Yes,4,Sibling,43,33375.57,No,Yes,None,Savings,0,1
Public,100,36943.72,Monthly,Rented,8.8,Yes,4,Sibling,105,42951.62,No,Yes,OFW Remittance,None,0,0
Public,63,36170.06,Monthly,Owned,3.1,Yes,5,Sibling,87,44298.42,Yes,No,Business,None,0,0
Public,91,21745.07,Weekly,Rented,3.6,Yes,4,Friend,88,28767.97,No,No,Freelance,Insurance,0,0
Public,100,42186.11,Biweekly,Rented,9.4,Yes,2,Sibling,48,31161.01,Yes,No,None,Community Plan,0,0
Public,105,28615.06,Monthly,Rented,9.8,Yes,5,Spouse,93,29581.84,No,No,None,Community Plan,0,0
Public,15,40242.83,Weekly,Rented,9.6,Yes,5,Spouse,39,37904.43,No,No,Business,Savings,0,1
Public,44,42217.25,Biweekly,Rented,4.7,No,3,Friend,81,30688.57,No,Yes,OFW Remittance,Savings,0,0
Private,32,31445.33,Monthly,Owned,2.3,Yes,2,Spouse,76,43051.56,Yes,No,Freelance,None,0,0
Public,88,42196.65,Bimonthly,Owned,8.4,Yes,2,Friend,20,36374.35,No,Yes,OFW Remittance,Community Plan,0,0
Public,55,25026.13,Bimonthly,Owned,5.6,No,4,Friend,96,37750.57,No,No,Business,Insurance,0,0
Private,38,28925.7,Weekly,Rented,2.2,Yes,5,Friend,27,27765.08,No,Yes,Business,Savings,0,1
Public,48,24705.74,Monthly,Rented,5.9,No,5,Spouse,99,33045.53,No,Yes,Business,None,0,0
Private,13,26309.58,Biweekly,Rented,2.6,Yes,1,Friend,44,19367.36,No,Yes,OFW Remittance,Community Plan,0,0
Private,115,17750.33,Biweekly,Rented,5.7,No,1,Friend,105,26954.57,No,No,OFW Remittance,Community Plan,0,0
Private,120,23583.81,Biweekly,Owned,1.7,Yes,2,Sibling,28,16785.42,Yes,Yes,Freelance,None,0,0
Public,98,16058.42,Biweekly,Rented,0.2,Yes,2,Sibling,14,15997.82,No,Yes,None,Community Plan,0,0
Public,52,25345.71,Bimonthly,Owned,2.0,Yes,0,Spouse,106,39232.08,Yes,No,OFW Remittance,Insurance,0,0
Private,42,20298.82,Bimonthly,Rented,4.7,Yes,1,Spouse,63,22732.88,No,No,Freelance,Savings,0,0
Private,81,22086.75,Weekly,Owned,8.2,No,2,Friend,37,33029.82,Yes,No,None,Community Plan,0,1
Public,10,32070.34,Monthly,Owned,0.9,No,1,Friend,73,17506.69,Yes,No,Business,Community Plan,0,0
Public,33,31716.23,Biweekly,Owned,9.1,Yes,5,Sibling,16,29430.27,Yes,No,None,Insurance,0,0
Public,12,43392.12,Bimonthly,Owned,9.0,No,2,Friend,56,28701.17,Yes,No,Business,Insurance,0,0
Private,118,27355.39,Weekly,Owned,0.7,No,4,Friend,93,30133.97,No,No,Freelance,Community Plan,0,0
Private,63,39195.95,Weekly,Owned,3.8,No,0,Parent,13,15211.48,Yes,No,Business,Insurance,0,0
Private,42,44886.95,Monthly,Rented,2.4,Yes,3,Spouse,78,30171.78,No,No,None,Community Plan,0,0
Private,103,32209.1,Bimonthly,Owned,4.7,No,5,Spouse,40,23509.64,Yes,No,None,Community Plan,0,0
Private,46,43277.85,Biweekly,Rented,3.3,Yes,4,Spouse,78,34088.92,Yes,Yes,OFW Remittance,Insurance,0,1
Public,103,38831.24,Monthly,Owned,9.2,No,3,Parent,94,38208.96,No,Yes,Business,None,0,0
Private,101,43473.23,Biweekly,Owned,6.2,No,1,Sibling,54,35958.73,No,Yes,None,Insurance,0,0
Public,45,43474.0,Weekly,Rented,3.4,No,4,Sibling,101,19084.93,Yes,No,Business,Community Plan,0,1
Public,34,31611.58,Bimonthly,Owned,3.9,Yes,1,Friend,88,35189.41,No,Yes,Freelance,Insurance,0,0
Private,55,16555.6,Monthly,Owned,0.9,No,5,Sibling,117,30663.2,Yes,Yes,None,None,0,0
Public,48,34545.6,Bimonthly,Rented,8.5,Yes,0,Sibling,27,27050.75,Yes,Yes,Freelance,None,0,0
Public,27,23959.13,Monthly,Rented,6.9,Yes,2,Spouse,83,32786.44,Yes,No,Freelance,Insurance,0,0
Private,37,32274.21,Monthly,Owned,0.5,No,5,Spouse,19,17981.98,No,Yes,Freelance,Community Plan,0,0
Public,18,25171.09,Biweekly,Owned,0.7,No,0,Friend,109,26603.61,No,Yes,Freelance,Insurance,0,0
Public,45,42916.3,Bimonthly,Owned,9.2,Yes,5,Sibling,51,20901.02,No,Yes,Freelance,None,0,0
Public,22,34103.51,Bimonthly,Rented,1.9,Yes,0,Spouse,30,29377.27,Yes,Yes,None,Insurance,0,0
Public,56,23172.43,Monthly,Rented,0.8,Yes,2,Parent,75,38092.04,Yes,Yes,Business,None,0,0
Private,72,38390.36,Weekly,Rented,5.8,Yes,4,Spouse,33,30275.76,No,No,OFW Remittance,Community Plan,0,0
Public,25,32628.37,Biweekly,Owned,4.1,Yes,1,Friend,29,20672.27,Yes,Yes,None,None,0,0
Private,93,27535.29,Bimonthly,Owned,6.7,No,1,Sibling,32,44316.78,No,Yes,Business,Insurance,0,0
Private,44,34808.25,Biweekly,Rented,7.0,No,5,Friend,99,29583.42,Yes,Yes,OFW Remittance,Savings,0,0
Public,114,23137.77,Bimonthly,Owned,1.4,Yes,5,Spouse,79,30049.2,Yes,Yes,Business,Insurance,0,0
Public,28,32162.46,Biweekly,Owned,4.5,No,2,Parent,104,41480.64,No,No,OFW Remittance,Insurance,0,0
Private,93,18623.69,Monthly,Rented,9.3,Yes,4,Parent,114,41523.22,No,No,Business,Savings,0,0
Private,11,24632.46,Monthly,Owned,4.3,No,3,Friend,70,42706.97,Yes,Yes,Freelance,Insurance,0,0
Private,42,23593.44,Bimonthly,Owned,0.2,No,0,Parent,85,39533.03,No,No,None,Community Plan,0,0
Public,7,24637.2,Monthly,Owned,3.1,Yes,3,Friend,48,43899.08,Yes,Yes,Freelance,None,0,1
Private,8,30683.47,Bimonthly,Rented,4.7,Yes,0,Spouse,48,21620.23,No,Yes,None,None,0,0
Public,21,44708.86,Bimonthly,Owned,3.5,Yes,5,Spouse,51,20113.64,No,No,None,Community Plan,0,0
Public,57,34477.96,Weekly,Rented,6.7,No,2,Sibling,43,29140.48,Yes,Yes,OFW Remittance,None,0,0
Public,103,23314.07,Bimonthly,Owned,4.8,No,3,Sibling,59,31842.97,No,Yes,Business,None,0,0
Public,74,43572.79,Bimonthly,Owned,2.1,No,3,Sibling,47,20451.14,Yes,Yes,OFW Remittance,None,0,0
Public,90,15732.62,Biweekly,Rented,8.8,Yes,3,Friend,28,37999.97,No,Yes,OFW Remittance,None,0,0
Private,74,19948.28,Biweekly,Rented,4.0,Yes,1,Spouse,12,33342.76,Yes,Yes,OFW Remittance,Savings,0,0
Private,23,22601.09,Monthly,Owned,3.1,Yes,3,Friend,99,16509.05,Yes,Yes,None,Insurance,0,0
Private,113,25091.01,Bimonthly,Rented,8.9,Yes,4,Friend,65,33843.32,No,Yes,Freelance,Community Plan,0,1
Private,66,32428.48,Bimonthly,Rented,5.3,Yes,3,Friend,42,23138.64,Yes,No,Freelance,None,0,0
Private,115,44159.29,Biweekly,Owned,7.6,No,1,Friend,49,17382.01,Yes,Yes,OFW Remittance,Savings,0,1
Public,66,23228.1,Monthly,Owned,2.6,No,0,Sibling,51,43830.79,Yes,No,OFW Remittance,None,0,0
Public,23,18919.42,Weekly,Owned,1.6,Yes,3,Spouse,111,19913.64,Yes,No,OFW Remittance,Savings,0,1
Public,47,36275.49,Bimonthly,Owned,6.5,Yes,3,Parent,26,24398.41,Yes,No,OFW Remittance,Insurance,0,0
Public,118,36464.95,Monthly,Rented,9.4,No,5,Spouse,104,34197.64,No,Yes,Business,Community Plan,0,0
Public,58,34365.81,Bimonthly,Owned,8.8,Yes,2,Spouse,33,43896.09,Yes,Yes,Business,Insurance,0,0
Private,94,31376.78,Biweekly,Rented,1.2,No,1,Sibling,29,38043.74,No,No,Business,Community Plan,0,0
Private,8,21729.2,Biweekly,Owned,8.4,Yes,3,Sibling,15,34153.78,No,No,None,Savings,0,1
Private,51,19963.97,Biweekly,Owned,5.8,Yes,2,Sibling,10,19682.91,No,No,Freelance,None,0,0
Public,44,34932.43,Biweekly,Owned,2.0,Yes,1,Spouse,56,33925.16,No,No,Business,None,0,0
Private,26,31204.82,Weekly,Owned,3.3,No,2,Spouse,103,25754.84,Yes,No,Freelance,Savings,0,0
Private,120,16970.3,Biweekly,Rented,6.0,No,0,Sibling,108,25445.06,No,No,Business,Community Plan,0,0
Public,78,20385.16,Weekly,Owned,1.3,Yes,3,Friend,27,32357.75,Yes,No,None,None,0,0
Public,66,36963.49,Weekly,Owned,2.0,Yes,5,Friend,117,20655.96,No,Yes,Business,Insurance,0,0
Public,69,31463.77,Biweekly,Owned,5.9,Yes,0,Sibling,80,36507.33,No,No,Business,Savings,0,0
Public,107,32034.84,Weekly,Owned,3.1,Yes,0,Spouse,100,33661.28,No,No,Freelance,Savings,0,0
Private,73,29254.25,Biweekly,Owned,4.1,Yes,5,Parent,22,41454.14,No,Yes,OFW Remittance,Community Plan,0,1
Public,15,25021.66,Biweekly,Owned,2.7,No,0,Spouse,96,39219.85,Yes,No,Business,Insurance,0,0
Public,24,19374.55,Weekly,Owned,9.7,Yes,3,Parent,61,23304.25,Yes,No,None,Insurance,0,0
Public,17,44593.44,Biweekly,Rented,4.4,Yes,0,Parent,105,17326.07,Yes,No,Freelance,None,0,0
Public,51,21402.54,Weekly,Rented,4.0,No,1,Spouse,56,19220.38,No,No,Business,Savings,0,0
Private,12,33649.56,Bimonthly,Owned,9.1,No,0,Sibling,87,24374.95,No,Yes,Business,None,0,0
Private,89,40117.38,Monthly,Owned,4.9,Yes,5,Parent,58,43959.93,No,No,Business,Insurance,0,0
Public,74,23968.55,Biweekly,Owned,1.6,No,3,Spouse,72,17341.42,Yes,No,Business,Savings,0,0
Public,37,36889.11,Biweekly,Rented,1.2,No,1,Spouse,90,25258.61,No,No,OFW Remittance,Insurance,0,0
