Employment_Sector,Employment_Tenure_Months,Net_Salary_Per_Cutoff,Salary_Frequency,Housing_Status,Years_at_Current_Address,Household_Head,Number_of_Dependents,Comaker_Relationship,Comaker_Employment_Tenure_Months,Comaker_Net_Salary_Per_Cutoff,Has_Community_Role,Paluwagan_Participation,Other_Income_Source,Disaster_Preparedness,Is_Renewing_Client,Default
Public,61,19023.02,Bimonthly,Rented,2.5,Yes,4,Spouse,37,35941.11,Yes,No,OFW Remittance,Savings,0,0
Private,47,29609.42,Monthly,Owned,7.9,No,3,Parent,103,23581.12,No,No,Business,Savings,0,0
Public,63,28333.37,Monthly,Owned,9.0,Yes,0,Friend,47,20709.89,Yes,Yes,None,Savings,0,0
Private,113,15659.53,Biweekly,Owned,9.4,Yes,2,Friend,71,26764.16,Yes,No,OFW Remittance,None,0,0
Private,30,30788.9,Monthly,Rented,7.1,Yes,1,Parent,30,28840.18,Yes,Yes,Freelance,Insurance,0,0
Private,117,31671.4,Bimonthly,Rented,5.3,Yes,0,Friend,110,41051.02,Yes,Yes,OFW Remittance,Savings,0,0
Private,113,15629.74,Monthly,Owned,2.1,Yes,2,Spouse,50,26624.33,No,Yes,Freelance,None,0,0
Public,31,28111.05,Monthly,Owned,6.3,No,2,Friend,46,42164.95,Yes,Yes,OFW Remittance,Insurance,0,0
Public,114,43705.63,Weekly,Owned,7.0,No,4,Parent,20,35090.44,No,No,Freelance,None,0,0
Private,57,32267.43,Monthly,Owned,2.8,No,1,Spouse,37,43822.84,No,Yes,Freelance,Community Plan,0,0
Public,33,30689.04,Biweekly,Rented,3.0,No,4,Friend,42,18709.63,No,Yes,Freelance,None,0,0
Private,62,18227.32,Weekly,Rented,3.4,No,5,Spouse,57,22919.12,Yes,No,Business,Insurance,0,0
Public,69,33091.38,Weekly,Rented,2.7,Yes,5,Spouse,94,33096.81,No,Yes,Business,Community Plan,0,0
Public,50,20529.0,Monthly,Rented,1.3,No,2,Spouse,111,18114.97,No,No,None,Community Plan,0,0
Public,63,27343.49,Biweekly,Rented,4.3,No,3,Friend,21,37742.95,Yes,Yes,Freelance,Insurance,0,0
Public,51,40670.41,Bimonthly,Rented,3.3,No,5,Parent,79,39729.66,Yes,No,OFW Remittance,Savings,0,0
Private,116,28954.78,Monthly,Owned,6.6,Yes,3,Spouse,63,21055.12,No,No,Freelance,Insurance,0,1
Private,38,32229.82,Monthly,Rented,6.6,Yes,2,Friend,33,23832.99,No,No,Business,Savings,0,0
Public,46,30564.82,Monthly,Owned,9.6,No,2,Parent,43,16502.95,Yes,Yes,Freelance,Savings,0,0
Private,93,21475.84,Biweekly,Rented,3.9,Yes,5,Spouse,13,18243.84,Yes,No,Freelance,None,0,0
Public,84,40762.32,Biweekly,Rented,2.9,No,3,Sibling,62,33387.57,Yes,Yes,Business,None,0,0
Public,78,29591.4,Monthly,Owned,1.3,Yes,3,Parent,62,38356.69,Yes,No,Business,None,0,0
Public,83,16855.67,Monthly,Rented,7.5,Yes,2,Spouse,43,28714.07,No,Yes,OFW Remittance,Insurance,0,0
Private,15,36093.63,Monthly,Owned,4.7,Yes,5,Sibling,67,38327.52,Yes,Yes,Freelance,Community Plan,0,0
Private,97,40190.75,Monthly,Owned,9.9,Yes,2,Friend,38,42266.73,Yes,Yes,None,None,0,0
Public,116,17223.67,Monthly,Owned,1.1,No,5,Friend,20,37808.73,Yes,No,Freelance,None,0,1
Private,31,24408.73,Bimonthly,Owned,5.8,Yes,3,Sibling,72,26100.75,No,Yes,None,None,0,0
Public,12,30117.63,Biweekly,Owned,5.1,No,2,Sibling,48,36024.18,No,No,Business,Savings,0,0
Private,56,32434.39,Biweekly,Rented,4.6,No,1,Spouse,110,18671.77,No,Yes,Business,None,0,0
Private,81,34470.93,Weekly,Owned,9.7,No,3,Parent,45,37935.54,Yes,Yes,None,Insurance,0,0
Public,13,16392.32,Biweekly,Owned,0.9,No,2,Parent,76,35108.23,Yes,Yes,Freelance,None,0,0
Public,98,17717.79,Monthly,Rented,3.6,Yes,3,Friend,49,25774.24,No,No,Business,None,0,0
Public,105,17381.83,Weekly,Owned,0.5,Yes,5,Parent,57,26401.79,No,No,OFW Remittance,Insurance,0,1
Public,41,43494.77,Monthly,Owned,7.5,No,5,Spouse,11,42564.3,No,No,Freelance,None,0,0
Public,17,31893.76,Bimonthly,Rented,3.9,No,3,Friend,62,29362.38,No,Yes,OFW Remittance,Community Plan,0,0
Public,99,16246.04,Bimonthly,Rented,8.0,Yes,1,Friend,31,41677.0,Yes,Yes,Business,Insurance,0,0
Public,117,16514.43,Monthly,Rented,4.8,Yes,3,Sibling,81,30251.21,No,Yes,OFW Remittance,None,0,0
Private,85,35250.63,Weekly,Owned,2.8,Yes,1,Spouse,95,44838.19,No,Yes,OFW Remittance,Insurance,0,0
Private,47,43858.0,Monthly,Owned,9.0,No,2,Friend,115,32567.47,Yes,Yes,Business,Insurance,0,0
Private,86,35917.97,Biweekly,Rented,6.2,Yes,3,Sibling,76,37388.62,Yes,No,None,None,0,0
Public,93,31049.08,Monthly,Owned,0.3,No,1,Sibling,14,38675.26,No,Yes,Business,Insurance,0,0
Public,67,25329.52,Biweekly,Rented,5.3,Yes,5,Sibling,50,16594.77,Yes,Yes,None,Insurance,0,1
Private,85,27939.52,Biweekly,Rented,0.8,Yes,1,Friend,106,34834.38,Yes,No,None,Community Plan,0,0
Private,84,37199.66,Monthly,Rented,7.6,Yes,2,Spouse,106,33078.02,No,No,Business,Insurance,0,0
Private,117,36237.3,Biweekly,Owned,7.9,No,1,Friend,13,30993.09,Yes,No,Freelance,Community Plan,0,0
Public,13,15917.79,Monthly,Rented,7.5,Yes,0,Sibling,117,30537.01,Yes,Yes,Business,Insurance,0,0
Private,106,37968.56,Monthly,Owned,5.9,Yes,2,Sibling,102,20885.1,No,No,OFW Remittance,None,0,0
Public,8,27255.64,Biweekly,Owned,7.2,Yes,2,Friend,120,26354.17,No,Yes,Freelance,Community Plan,0,0
Private,12,41271.23,Bimonthly,Rented,2.1,No,2,Spouse,30,30896.93,Yes,Yes,Freelance,Savings,0,0
Private,41,32862.59,Weekly,Owned,7.2,Yes,2,Spouse,85,29679.65,No,No,Business,Savings,0,0
Public,32,33961.93,Biweekly,Rented,2.7,Yes,0,Sibling,30,25752.21,Yes,No,OFW Remittance,Savings,0,1
Public,91,18484.42,Monthly,Owned,7.3,No,0,Spouse,23,17908.01,No,No,OFW Remittance,Insurance,0,0
Private,53,31819.22,Biweekly,Rented,7.5,No,3,Parent,66,43934.27,Yes,No,None,Community Plan,0,0
Private,11,27038.96,Biweekly,Owned,0.1,Yes,3,Friend,16,38040.64,No,No,Business,Community Plan,0,0
Private,73,16003.82,Bimonthly,Rented,8.0,No,2,Sibling,83,34937.56,No,No,Business,Savings,0,0
Private,80,26019.29,Weekly,Owned,7.0,Yes,0,Spouse,13,19693.84,No,Yes,Business,Community Plan,0,0
Public,51,18177.29,Biweekly,Owned,9.2,Yes,5,Friend,14,35109.08,No,No,Freelance,Savings,0,1
Private,31,24216.89,Biweekly,Owned,1.9,No,2,Parent,74,18395.81,Yes,Yes,None,Insurance,0,0
Public,20,17216.77,Monthly,Owned,4.1,Yes,0,Spouse,80,31133.56,No,Yes,Freelance,None,0,0
Public,111,15341.54,Biweekly,Owned,7.3,No,0,Parent,76,35796.05,Yes,Yes,Freelance,Savings,0,0
Public,38,32985.89,Monthly,Owned,2.6,No,5,Sibling,81,29767.23,No,Yes,Business,Insurance,0,0
Private,46,41586.33,Bimonthly,Owned,1.9,No,0,Parent,13,29665.2,Yes,Yes,Business,None,0,0
Private,35,19904.32,Bimonthly,Owned,8.2,Yes,2,Spouse,25,15920.77,Yes,Yes,Business,Community Plan,0,0
Public,116,44023.58,Weekly,Rented,0.6,No,1,Parent,84,39844.46,Yes,Yes,Business,None,0,0
Private,95,15229.72,Biweekly,Owned,4.7,Yes,1,Sibling,84,38483.92,Yes,Yes,None,None,0,0
Public,13,28768.65,Weekly,Rented,4.2,No,3,Sibling,110,38286.2,Yes,No,Freelance,Savings,0,0
Public,14,37332.64,Biweekly,Owned,9.1,No,3,Sibling,48,32098.93,Yes,Yes,OFW Remittance,Community Plan,0,0
Private,65,23174.73,Weekly,Owned,1.3,Yes,0,Parent,53,23651.22,No,No,OFW Remittance,None,0,0
Public,82,32956.34,Monthly,Rented,1.0,No,5,Sibling,114,41028.75,Yes,Yes,Freelance,None,0,0
