Employment_Sector,Employment_Tenure_Months,Net_Salary_Per_Cutoff,Salary_Frequency,Housing_Status,Years_at_Current_Address,Household_Head,Number_of_Dependents,Comaker_Relationship,Comaker_Employment_Tenure_Months,Comaker_Net_Salary_Per_Cutoff,Has_Community_Role,Paluwagan_Participation,Other_Income_Source,Disaster_Preparedness,Is_Renewing_Client,Default
Public,47,21895.93,Monthly,Owned,8.5,Yes,5,Friend,94,42106.02,Yes,Yes,OFW Remittance,Community Plan,0,1
Public,115,31748.28,Biweekly,Owned,1.7,No,3,Parent,119,31968.14,Yes,Yes,Freelance,Insurance,0,0
Public,81,16128.81,Weekly,Rented,9.6,Yes,1,Sibling,78,37347.37,No,Yes,OFW Remittance,Insurance,0,0
Private,57,16257.94,Biweekly,Rented,4.2,Yes,2,Spouse,106,17435.04,Yes,No,Freelance,Insurance,0,1
Private,81,17634.58,Weekly,Owned,8.5,No,0,Sibling,20,22041.73,No,Yes,Business,Community Plan,0,0
Private,96,43035.02,Biweekly,Rented,0.4,Yes,0,Friend,101,41968.45,No,Yes,Freelance,Savings,0,0
Public,62,44885.64,Biweekly,Owned,7.1,No,2,Sibling,45,24870.69,Yes,No,Freelance,Insurance,0,0
Public,28,35590.95,Weekly,Owned,8.3,No,4,Sibling,25,24021.62,Yes,Yes,Business,Savings,0,1
Public,35,33724.5,Weekly,Owned,5.3,Yes,0,Sibling,95,35765.83,No,Yes,Business,Insurance,0,0
Private,41,44798.15,Weekly,Owned,9.0,Yes,0,Friend,105,35688.29,Yes,No,Freelance,None,0,0
Public,110,20485.03,Monthly,Rented,8.5,Yes,5,Parent,54,30250.91,No,No,Business,Insurance,0,0
Private,76,16251.87,Weekly,Owned,3.0,No,0,Spouse,105,44694.55,Yes,No,OFW Remittance,Insurance,0,0
Private,57,24899.31,Bimonthly,Owned,5.8,Yes,3,Friend,43,37318.2,No,No,None,None,0,0
Public,73,37725.31,Biweekly,Owned,3.1,No,3,Parent,61,29376.41,No,Yes,None,Community Plan,0,0
Private,28,28639.3,Bimonthly,Owned,6.0,Yes,5,Parent,81,19274.95,No,Yes,Business,Community Plan,0,0
Private,94,34420.26,Biweekly,Rented,6.0,No,2,Parent,59,44826.7,No,No,None,Community Plan,0,0
Private,13,18482.52,Weekly,Owned,3.4,Yes,5,Sibling,44,42609.87,Yes,No,None,None,0,1
Private,39,24331.85,Biweekly,Rented,2.6,No,5,Spouse,12,25871.29,No,Yes,Business,Insurance,0,0
Private,40,24526.07,Weekly,Rented,1.3,No,5,Spouse,105,29954.27,No,No,Freelance,None,0,0
Private,76,34766.58,Monthly,Owned,3.8,Yes,2,Sibling,77,26476.06,No,Yes,Business,Savings,0,0
Public,101,36851.67,Monthly,Owned,6.6,Yes,1,Friend,106,22913.72,Yes,Yes,None,None,0,0
Public,63,16170.03,Monthly,Rented,6.1,Yes,1,Friend,104,41336.51,Yes,No,None,Insurance,0,0
Public,23,34650.64,Monthly,Owned,6.4,No,1,Friend,17,25045.92,No,No,None,Savings,0,0
Private,84,42876.33,Bimonthly,Rented,6.6,Yes,5,Spouse,112,42376.11,Yes,Yes,Business,Savings,0,0
Public,103,40417.37,Weekly,Rented,1.2,No,5,Friend,75,23237.01,No,Yes,None,Insurance,0,0
Private,36,37031.98,Biweekly,Rented,9.4,Yes,5,Sibling,97,26695.68,No,Yes,Freelance,Savings,0,0
Public,58,18853.16,Weekly,Owned,6.5,Yes,4,Sibling,63,37453.44,No,Yes,Freelance,Insurance,0,0
Public,86,26281.87,Bimonthly,Rented,0.6,Yes,0,Spouse,116,40207.64,Yes,No,OFW Remittance,None,0,0
Private,99,16620.78,Weekly,Rented,9.6,No,1,Spouse,78,18259.56,No,No,OFW Remittance,None,0,0
Public,36,37288.62,Weekly,Owned,7.8,Yes,2,Parent,61,42984.15,No,No,OFW Remittance,Savings,0,0
Private,115,26955.17,Biweekly,Owned,1.3,Yes,5,Sibling,67,37114.06,No,No,Business,None,0,0
Public,88,27525.75,Bimonthly,Owned,0.6,Yes,5,Friend,40,22675.39,Yes,Yes,Freelance,Community Plan,0,1
Private,51,38492.24,Monthly,Rented,7.1,No,5,Friend,26,19804.38,Yes,No,Freelance,Savings,0,1
Public,110,27261.41,Biweekly,Rented,2.7,Yes,1,Sibling,105,31125.23,No,Yes,OFW Remittance,None,0,0
Private,103,22163.98,Weekly,Rented,1.1,No,0,Sibling,70,38263.34,No,No,None,None,0,0
Private,32,28293.22,Biweekly,Rented,8.4,Yes,0,Sibling,13,43485.15,No,Yes,Freelance,Community Plan,0,0
Private,8,18391.23,Monthly,Rented,3.1,No,4,Parent,69,16601.44,No,Yes,Business,None,0,0
Public,40,42555.16,Monthly,Owned,1.4,Yes,3,Sibling,28,27352.36,Yes,Yes,None,Savings,0,0
Private,115,17155.7,Monthly,Rented,9.2,Yes,2,Spouse,57,25295.01,No,Yes,Business,Savings,0,0
Private,40,24407.62,Monthly,Rented,9.8,Yes,1,Parent,25,17163.74,No,Yes,Business,None,0,0
Private,96,22629.42,Weekly,Rented,0.2,Yes,4,Spouse,65,35980.69,Yes,No,None,Savings,0,0
Private,30,17067.85,Biweekly,Owned,3.2,Yes,5,Sibling,14,43081.93,Yes,Yes,None,Savings,0,0
Private,59,44327.4,Bimonthly,Rented,2.2,No,1,Sibling,103,40996.07,Yes,Yes,OFW Remittance,Insurance,0,0
Private,79,23065.24,Biweekly,Owned,3.2,No,3,Friend,93,31422.7,Yes,No,Freelance,Community Plan,0,1
Private,104,18144.12,Biweekly,Rented,8.8,No,1,Friend,83,29756.96,Yes,Yes,OFW Remittance,Insurance,0,0
Public,66,16199.72,Weekly,Owned,6.8,Yes,5,Friend,35,18726.92,Yes,Yes,OFW Remittance,Community Plan,0,0
Private,19,25934.37,Biweekly,Rented,5.2,Yes,2,Sibling,48,34266.15,No,No,OFW Remittance,Insurance,0,1
Private,6,34276.66,Weekly,Rented,1.4,Yes,1,Parent,33,22240.02,No,No,Business,Insurance,0,0
Public,16,31366.85,Biweekly,Owned,2.8,No,5,Spouse,20,18960.43,No,No,None,Community Plan,0,0
Private,105,18929.02,Monthly,Rented,9.9,No,2,Sibling,49,31114.0,Yes,Yes,OFW Remittance,None,0,0
Private,64,37751.21,Bimonthly,Owned,3.2,Yes,5,Friend,31,31812.19,Yes,No,Business,None,0,0
Public,114,20985.86,Weekly,Owned,9.3,Yes,4,Spouse,42,18733.0,Yes,No,Freelance,Community Plan,0,0
Private,44,29724.46,Weekly,Owned,7.5,Yes,4,Sibling,112,24360.28,No,Yes,None,Savings,0,0
Public,67,35253.56,Monthly,Owned,2.4,Yes,3,Sibling,54,39010.72,Yes,No,Business,Insurance,0,0
Public,84,29758.76,Monthly,Owned,9.8,Yes,1,Sibling,74,20194.26,Yes,No,Freelance,Insurance,0,0
Private,72,44774.14,Bimonthly,Owned,9.7,Yes,2,Parent,90,27442.01,Yes,No,None,Community Plan,0,0
Private,62,28639.7,Bimonthly,Owned,1.0,Yes,2,Sibling,50,18092.22,Yes,Yes,Business,Insurance,0,0
Public,104,32871.04,Bimonthly,Rented,2.6,Yes,4,Spouse,37,22406.11,No,No,None,Community Plan,0,0
Public,49,34936.77,Weekly,Rented,0.4,No,4,Friend,53,25635.84,No,Yes,Business,Insurance,0,0
Private,110,33573.61,Bimonthly,Owned,4.8,No,0,Sibling,69,40686.94,No,No,Freelance,Insurance,0,0
Public,50,39643.28,Weekly,Rented,9.2,No,3,Spouse,87,42774.43,Yes,No,OFW Remittance,Insurance,0,0
Public,41,15571.92,Weekly,Owned,0.5,Yes,2,Sibling,97,26911.12,No,No,OFW Remittance,Community Plan,0,1
Private,85,28447.42,Bimonthly,Owned,0.3,No,4,Parent,91,32656.48,Yes,No,Freelance,Insurance,0,1
Public,45,34472.62,Weekly,Rented,9.1,Yes,2,Sibling,39,22702.27,Yes,Yes,Freelance,Community Plan,0,0
Public,112,18122.73,Bimonthly,Rented,5.8,No,4,Spouse,94,23515.18,Yes,Yes,Business,Savings,0,0
Public,36,28169.21,Bimonthly,Rented,0.9,Yes,4,Parent,88,25763.64,Yes,No,OFW Remittance,Insurance,0,0
Private,27,24481.96,Monthly,Owned,1.3,No,5,Parent,98,20644.24,Yes,No,None,Insurance,0,1
Private,91,23391.15,Monthly,Rented,3.4,No,3,Spouse,101,36413.06,Yes,Yes,OFW Remittance,None,0,0
Private,19,27871.58,Biweekly,Rented,4.6,Yes,3,Parent,20,17432.28,Yes,No,Freelance,Insurance,0,1
Public,34,38305.7,Bimonthly,Owned,8.6,Yes,5,Friend,77,42680.06,Yes,Yes,Freelance,Savings,0,0
Public,12,25901.26,Biweekly,Rented,2.3,No,2,Spouse,117,23993.5,Yes,No,Business,None,0,0
Public,43,33394.46,Biweekly,Rented,7.2,No,2,Parent,80,15434.85,No,Yes,Business,Insurance,0,0
Private,50,20428.53,Monthly,Rented,6.1,No,0,Spouse,27,38259.65,Yes,No,OFW Remittance,Insurance,0,0
Public,102,16467.58,Bimonthly,Rented,8.5,Yes,3,Sibling,120,38107.44,No,No,Freelance,None,0,0
Private,21,16603.25,Biweekly,Owned,4.3,Yes,3,Spouse,53,15107.52,Yes,Yes,Freelance,None,0,0
Public,87,26798.79,Bimonthly,Owned,7.8,No,3,Spouse,86,34519.26,Yes,No,OFW Remittance,None,0,0
Private,39,42849.66,Biweekly,Owned,2.9,No,1,Friend,39,17151.17,No,Yes,Freelance,Savings,0,0
Public,71,24377.92,Bimonthly,Owned,7.9,Yes,0,Friend,91,32859.65,No,Yes,Business,Community Plan,0,0
Public,52,19503.59,Biweekly,Rented,4.3,Yes,0,Parent,72,40669.14,Yes,No,OFW Remittance,Insurance,0,0
Public,43,29028.06,Bimonthly,Owned,8.5,Yes,1,Spouse,73,40551.53,No,No,Freelance,Insurance,0,0
Private,23,28629.07,Bimonthly,Rented,2.5,No,1,Parent,101,34160.63,No,No,None,Savings,0,0
Private,117,41797.41,Bimonthly,Owned,6.2,Yes,5,Sibling,119,32484.41,No,Yes,OFW Remittance,Savings,0,0
Private,35,41383.93,Monthly,Rented,0.4,Yes,3,Sibling,119,41935.92,Yes,Yes,OFW Remittance,Savings,0,0
Private,74,29048.81,Weekly,Owned,1.7,No,1,Sibling,42,28400.12,Yes,Yes,OFW Remittance,Insurance,0,0
Private,97,34738.23,Biweekly,Owned,2.8,No,0,Spouse,35,27107.33,Yes,Yes,None,Community Plan,0,1
Public,34,40792.56,Monthly,Rented,0.4,Yes,1,Spouse,36,17741.57,No,No,Freelance,Insurance,0,1
Public,68,41269.6,Monthly,Rented,8.0,No,0,Parent,108,38809.02,Yes,Yes,Business,Savings,0,0
Public,51,35276.7,Biweekly,Rented,5.6,Yes,2,Spouse,42,29295.87,Yes,No,OFW Remittance,Community Plan,0,1
Private,81,26579.92,Biweekly,Owned,6.5,Yes,5,Sibling,60,15219.34,No,No,Freelance,Savings,0,0
Public,92,31297.4,Bimonthly,Rented,8.8,Yes,3,Sibling,47,25980.59,Yes,No,Freelance,Insurance,0,0
Private,37,35524.69,Weekly,Owned,9.2,Yes,3,Spouse,92,26311.01,No,No,Freelance,None,0,0
Private,84,39823.16,Weekly,Owned,4.9,No,1,Parent,41,16279.8,No,Yes,Business,Community Plan,0,0
Public,80,24876.07,Weekly,Owned,2.6,No,2,Parent,86,40075.64,No,Yes,None,Savings,0,0
Public,25,40870.95,Weekly,Rented,9.0,Yes,0,Spouse,14,34907.47,Yes,Yes,OFW Remittance,Insurance,0,0
Private,85,42833.66,Monthly,Rented,2.5,No,5,Parent,115,17038.86,No,No,OFW Remittance,None,0,0
Private,40,23051.82,Biweekly,Owned,9.6,No,0,Sibling,96,21192.01,No,Yes,None,None,0,0
Public,82,39547.18,Monthly,Rented,5.3,Yes,5,Parent,108,26099.47,No,No,OFW Remittance,Community Plan,0,0
Public,115,44945.25,Bimonthly,Owned,1.4,Yes,5,Parent,78,33899.4,Yes,Yes,None,Savings,0,0
Private,56,27676.84,Bimonthly,Owned,3.4,No,5,Parent,111,15145.95,Yes,Yes,Freelance,Savings,0,0
Public,109,27955.92,Bimonthly,Owned,0.9,Yes,5,Spouse,14,24554.51,No,No,None,None,0,0
Private,48,19284.46,Monthly,Owned,3.2,Yes,2,Parent,68,43431.15,Yes,Yes,Freelance,None,0,0
Private,38,22314.72,Biweekly,Rented,3.9,No,4,Friend,43,24142.4,No,No,Business,Savings,0,0
Public,59,17393.94,Monthly,Rented,6.9,No,1,Friend,88,27620.51,No,No,Freelance,Insurance,0,0
Private,114,28429.61,Weekly,Owned,8.1,No,4,Friend,43,16918.41,No,No,None,Savings,0,0
Private,14,30765.83,Bimonthly,Rented,8.2,No,1,Sibling,92,36988.33,Yes,Yes,OFW Remittance,None,0,0
Private,117,38487.34,Weekly,Rented,6.8,No,0,Parent,24,42241.2,Yes,Yes,None,Community Plan,0,0
Public,32,30037.11,Monthly,Owned,1.1,No,3,Friend,77,27769.07,Yes,No,Business,None,0,1
Public,99,42117.25,Monthly,Owned,9.0,No,3,Spouse,14,17815.38,Yes,No,Freelance,Community Plan,0,0
Private,90,22353.73,Monthly,Rented,8.1,Yes,5,Spouse,119,25715.21,Yes,Yes,Freelance,Insurance,0,0
Private,102,38132.15,Weekly,Owned,8.6,No,2,Spouse,100,28133.58,Yes,Yes,OFW Remittance,Community Plan,0,0
Private,62,35324.47,Biweekly,Rented,5.3,No,5,Sibling,37,35799.69,No,No,Business,Insurance,0,1
Private,82,23692.15,Bimonthly,Owned,4.6,No,0,Spouse,116,26925.59,Yes,Yes,Freelance,Insurance,0,0
Public,67,40572.6,Bimonthly,Owned,3.6,No,1,Friend,50,23358.52,Yes,No,Freelance,None,0,0
Private,7,19512.52,Weekly,Owned,0.5,No,2,Friend,37,23575.56,No,No,None,None,0,1
Public,93,41650.56,Weekly,Owned,8.7,No,4,Friend,19,35785.24,No,Yes,OFW Remittance,Community Plan,0,0
Public,118,37023.08,Weekly,Owned,4.4,No,2,Parent,40,23503.42,Yes,Yes,None,Insurance,0,0
Private,6,24010.88,Monthly,Rented,2.7,Yes,2,Spouse,85,21344.14,Yes,Yes,Freelance,Savings,0,0
Private,109,15242.65,Weekly,Owned,4.4,No,4,Parent,96,44719.77,No,No,Business,Savings,0,0
Public,49,30866.34,Weekly,Rented,8.5,No,1,Friend,68,42596.87,No,Yes,Freelance,Community Plan,0,0
Public,50,28247.2,Monthly,Rented,2.7,No,1,Sibling,11,41617.68,No,Yes,OFW Remittance,Savings,0,0
Public,107,15965.54,Weekly,Rented,0.1,Yes,5,Spouse,15,31116.23,Yes,No,Business,Insurance,0,0
Private,73,41080.26,Weekly,Rented,1.8,Yes,4,Friend,109,33383.83,No,Yes,Freelance,None,0,0
Private,29,32194.89,Weekly,Rented,8.0,Yes,2,Friend,93,20728.51,No,Yes,None,Insurance,0,0
Public,38,32656.71,Biweekly,Owned,9.4,No,3,Friend,48,40323.89,No,No,OFW Remittance,Savings,0,0
Public,42,22803.73,Biweekly,Owned,7.6,Yes,0,Friend,112,20084.32,Yes,No,None,Savings,0,0
Private,74,29997.8,Monthly,Rented,10.0,Yes,0,Sibling,18,36058.09,Yes,No,None,None,0,0
Private,16,28424.76,Monthly,Owned,1.3,Yes,4,Friend,94,39179.38,No,Yes,Business,Savings,0,0
Private,59,38408.27,Biweekly,Owned,4.7,Yes,4,Spouse,38,16359.93,Yes,No,None,Insurance,0,0
Public,99,27824.84,Monthly,Owned,0.7,Yes,0,Friend,17,40120.68,No,No,Business,Savings,0,0
Private,86,36193.66,Weekly,Owned,4.4,Yes,0,Parent,25,39244.93,Yes,Yes,Freelance,Savings,0,0
Private,95,19926.18,Biweekly,Owned,10.0,No,3,Friend,66,26705.83,Yes,Yes,None,Insurance,0,0
Private,15,31603.92,Monthly,Owned,8.5,No,0,Parent,52,22251.49,No,Yes,None,Savings,0,0
Public,86,40578.37,Monthly,Rented,0.4,No,0,Parent,79,32694.47,No,No,None,Savings,0,0
Private,103,23689.82,Bimonthly,Rented,2.9,Yes,2,Parent,49,20814.09,Yes,Yes,Business,Community Plan,0,0
Private,72,43330.64,Monthly,Owned,3.5,Yes,4,Spouse,104,36769.99,Yes,Yes,Business,Community Plan,0,0
Private,89,32195.46,Monthly,Owned,7.1,Yes,3,Parent,108,16185.79,No,Yes,OFW Remittance,Savings,0,0
Private,77,17337.62,Bimonthly,Owned,4.6,No,3,Spouse,24,21509.33,Yes,No,None,Savings,0,0
Private,108,37890.11,Weekly,Owned,4.7,Yes,5,Parent,56,21819.3,Yes,Yes,Freelance,Insurance,0,0
Private,79,17233.19,Bimonthly,Rented,7.7,No,4,Parent,13,39643.58,Yes,No,Freelance,Savings,0,0
Private,81,29495.08,Bimonthly,Rented,5.7,Yes,1,Sibling,77,27315.53,No,Yes,Business,Community Plan,0,0
Public,26,41044.53,Biweekly,Rented,4.7,Yes,4,Friend,45,30621.62,Yes,Yes,OFW Remittance,None,0,0
Public,47,43528.92,Biweekly,Owned,7.0,Yes,5,Sibling,81,16652.98,No,No,OFW Remittance,Community Plan,0,0
Private,16,27734.28,Monthly,Owned,6.0,No,4,Friend,12,43351.32,No,Yes,None,None,0,0
Public,87,17080.03,Weekly,Rented,8.7,Yes,0,Friend,87,34903.71,Yes,No,Business,None,0,0
Private,12,27281.15,Weekly,Owned,8.5,No,5,Spouse,53,35589.03,No,No,Business,None,0,1
Private,94,25988.44,Monthly,Owned,1.3,No,5,Parent,72,35385.46,No,Yes,Freelance,Community Plan,0,0
Private,88,42157.39,Bimonthly,Rented,7.1,No,2,Spouse,118,36243.48,No,Yes,Freelance,Community Plan,0,0
Public,87,19469.41,Bimonthly,Rented,9.2,No,0,Friend,26,38284.9,No,Yes,Business,Insurance,0,0
Private,118,31797.92,Biweekly,Rented,9.6,No,2,Spouse,66,31382.39,Yes,No,Freelance,None,0,0
Private,31,38160.87,Bimonthly,Rented,9.9,Yes,5,Friend,109,19894.36,Yes,Yes,Freelance,Savings,0,0
Public,71,18211.11,Weekly,Owned,0.9,No,2,Spouse,82,30103.17,Yes,Yes,OFW Remittance,Insurance,0,0
Private,33,23914.45,Monthly,Owned,6.5,No,0,Spouse,66,19493.14,No,No,Freelance,Community Plan,0,0
Public,74,23403.79,Bimonthly,Owned,6.0,Yes,4,Parent,113,36409.89,Yes,Yes,Freelance,Community Plan,0,0
Private,34,16670.27,Biweekly,Owned,9.4,No,5,Friend,74,34534.6,No,No,Freelance,Savings,0,0
Public,118,37972.06,Weekly,Owned,7.9,No,2,Parent,77,39601.51,Yes,No,OFW Remittance,Community Plan,0,1
Public,45,17474.58,Monthly,Owned,3.2,No,0,Parent,114,15546.11,No,Yes,Business,Insurance,0,0
Private,38,25793.2,Biweekly,Rented,4.4,Yes,4,Spouse,91,28795.17,Yes,Yes,Freelance,None,0,0
Public,34,19201.47,Weekly,Owned,1.7,No,3,Spouse,13,38835.04,Yes,Yes,Freelance,None,0,1
Public,55,19619.68,Bimonthly,Rented,9.2,No,5,Spouse,89,16894.23,No,Yes,OFW Remittance,Insurance,0,0
Private,88,27838.13,Monthly,Rented,8.2,Yes,4,Sibling,88,23010.26,No,Yes,None,None,0,0
Private,46,21917.23,Monthly,Rented,1.5,Yes,5,Spouse,84,36009.88,No,No,Freelance,Community Plan,0,1
Public,53,22703.06,Bimonthly,Owned,0.7,Yes,0,Parent,96,38859.59,No,No,Business,Community Plan,0,1
Public,110,30513.33,Weekly,Rented,0.3,No,5,Sibling,23,16165.53,Yes,Yes,Freelance,Community Plan,0,0
Private,26,31102.53,Monthly,Rented,8.8,Yes,2,Friend,93,38073.05,No,Yes,Freelance,Savings,0,0
Private,102,37252.51,Monthly,Owned,4.3,Yes,4,Sibling,99,37486.61,Yes,Yes,None,None,0,0
Private,110,35311.19,Weekly,Owned,0.3,Yes,2,Spouse,80,36672.26,No,No,None,Insurance,0,0
Public,34,39720.79,Biweekly,Rented,8.6,No,1,Friend,51,34711.94,No,No,Business,Insurance,0,0
Public,69,23210.53,Bimonthly,Rented,8.0,Yes,4,Sibling,36,42476.67,Yes,No,Business,Community Plan,0,0
Private,29,29421.26,Monthly,Owned,5.8,Yes,5,Spouse,120,44641.9,No,Yes,OFW Remittance,Savings,0,0
Private,60,16460.64,Monthly,Owned,3.2,Yes,0,Sibling,64,17957.04,Yes,Yes,OFW Remittance,Community Plan,0,0
Private,56,40426.44,Biweekly,Owned,9.4,Yes,1,Spouse,59,34752.96,No,Yes,Freelance,Savings,0,0
Public,86,16059.17,Bimonthly,Rented,2.7,No,0,Spouse,95,17420.62,Yes,Yes,Freelance,None,0,0
Private,36,26090.74,Bimonthly,Owned,0.2,Yes,0,Spouse,43,30967.72,Yes,Yes,None,Insurance,0,0
Public,69,33497.81,Biweekly,Rented,0.5,No,3,Friend,55,22443.15,Yes,Yes,OFW Remittance,Community Plan,0,0
Public,65,25120.02,Bimonthly,Owned,0.2,Yes,0,Friend,49,29931.32,Yes,No,Business,None,0,0
Public,56,17757.6,Weekly,Owned,5.9,Yes,3,Parent,81,34998.56,No,No,OFW Remittance,Insurance,0,0
Private,61,16177.56,Bimonthly,Owned,6.5,Yes,2,Spouse,51,41783.8,Yes,No,Business,Insurance,0,0
Public,113,37451.78,Biweekly,Rented,6.2,Yes,2,Parent,24,23387.36,No,Yes,None,None,0,0
Private,38,44014.18,Weekly,Owned,4.9,Yes,0,Sibling,103,34144.33,Yes,Yes,Business,Community Plan,0,0
Public,100,42597.85,Biweekly,Rented,5.7,No,0,Parent,98,30941.5,No,Yes,Business,Savings,0,0
Private,23,42345.09,Weekly,Rented,1.9,Yes,2,Friend,50,17435.85,No,Yes,Business,None,0,0
Private,58,19507.07,Monthly,Rented,1.6,No,4,Parent,114,39374.01,Yes,Yes,None,Savings,0,0
Private,75,27312.98,Bimonthly,Rented,1.3,No,5,Sibling,87,21487.09,Yes,Yes,None,None,0,0
Public,77,37672.3,Weekly,Owned,5.5,No,1,Friend,46,43200.89,No,No,None,None,0,0
Public,61,24947.24,Biweekly,Rented,7.1,No,4,Parent,73,25035.48,Yes,Yes,Business,Insurance,0,0
Private,91,16446.87,Biweekly,Rented,5.4,Yes,1,Spouse,97,15179.46,No,No,None,Community Plan,0,0
Public,97,15511.34,Biweekly,Rented,5.7,Yes,0,Friend,69,39882.36,Yes,No,Freelance,Community Plan,0,0
Private,6,40708.12,Monthly,Owned,5.2,Yes,4,Spouse,111,36706.6,Yes,No,Freelance,Insurance,0,0
Public,59,29912.37,Monthly,Rented,4.7,Yes,5,Parent,81,28458.75,No,No,Business,Savings,0,0
Private,80,35448.26,Biweekly,Rented,7.4,No,0,Parent,93,19899.45,No,No,Freelance,Community Plan,0,0
Private,52,38753.79,Bimonthly,Owned,7.1,Yes,5,Friend,56,39499.63,No,No,None,Insurance,0,0
Private,34,27403.26,Weekly,Owned,7.7,No,2,Spouse,20,20946.11,No,Yes,Business,None,0,0
Private,55,39379.68,Monthly,Owned,3.5,Yes,4,Spouse,77,29944.33,No,Yes,None,Savings,0,0
Private,94,17730.0,Biweekly,Rented,6.6,Yes,1,Sibling,26,23068.2,Yes,Yes,Freelance,Savings,0,0
Private,14,29140.11,Bimonthly,Rented,1.7,Yes,4,Parent,11,42746.97,Yes,No,None,Insurance,0,0
Public,12,43372.06,Monthly,Owned,3.0,No,2,Parent,52,30070.2,Yes,Yes,None,None,0,0
Public,83,39524.11,Monthly,Rented,5.3,No,3,Parent,39,27859.54,No,Yes,OFW Remittance,None,0,0
Private,82,39305.39,Monthly,Rented,3.4,Yes,0,Friend,56,38288.79,Yes,No,OFW Remittance,Community Plan,0,0
Private,107,25216.05,Weekly,Owned,8.3,No,5,Spouse,41,32188.12,Yes,No,None,Savings,0,0
Private,83,16926.4,Bimonthly,Rented,0.7,Yes,1,Spouse,56,37415.68,No,Yes,Freelance,None,0,0
Public,61,23478.83,Weekly,Owned,7.6,No,4,Spouse,70,17670.42,No,No,OFW Remittance,Community Plan,0,1
Private,41,18099.18,Bimonthly,Rented,4.8,Yes,5,Spouse,61,24876.9,No,Yes,None,None,0,1
Public,85,32389.04,Weekly,Owned,4.4,Yes,2,Spouse,14,18953.47,No,No,Business,Insurance,0,0
Private,86,26396.62,Bimonthly,Rented,2.2,No,2,Friend,113,40257.3,No,Yes,Freelance,Insurance,0,0
Public,30,15053.46,Monthly,Owned,9.7,Yes,2,Spouse,22,22284.15,No,No,Freelance,Savings,0,0
Private,113,22550.65,Weekly,Owned,8.4,No,0,Parent,74,28361.71,No,Yes,Business,Insurance,0,0
Private,19,16746.13,Monthly,Owned,4.0,No,5,Sibling,85,40941.65,Yes,Yes,Business,None,0,0
Public,41,22942.59,Biweekly,Rented,5.5,Yes,4,Friend,99,33409.63,Yes,No,OFW Remittance,Community Plan,0,0
Public,9,26660.6,Weekly,Rented,2.8,Yes,2,Spouse,33,38405.25,Yes,No,Freelance,Insurance,0,1
Public,31,31891.41,Weekly,Owned,6.4,No,3,Sibling,64,21895.38,Yes,Yes,Business,Community Plan,0,1
Private,36,43132.54,Biweekly,Rented,6.0,Yes,2,Friend,16,31396.35,Yes,No,None,Insurance,0,0
Private,90,21608.51,Monthly,Owned,3.7,No,3,Parent,67,20363.46,No,No,Freelance,Insurance,0,0
Private,101,18208.35,Bimonthly,Rented,4.6,No,5,Parent,52,35795.67,Yes,Yes,OFW Remittance,Savings,0,0
Private,48,18638.66,Weekly,Rented,3.9,No,0,Spouse,24,17688.62,Yes,Yes,Freelance,Community Plan,0,0
Private,47,18990.13,Biweekly,Owned,5.4,No,5,Spouse,52,24819.02,Yes,Yes,Freelance,Savings,0,0
Public,11,15409.61,Bimonthly,Owned,9.2,No,0,Friend,100,43107.18,No,Yes,Business,None,0,0
Private,47,29338.51,Bimonthly,Rented,6.8,No,5,Parent,17,26882.2,Yes,Yes,Freelance,None,0,0
Public,22,25804.59,Weekly,Owned,7.0,No,1,Spouse,86,37084.86,No,Yes,OFW Remittance,Community Plan,0,0
Public,78,31454.64,Monthly,Owned,5.2,Yes,2,Parent,80,35398.11,No,No,Freelance,Community Plan,0,0
Public,54,25358.33,Bimonthly,Owned,2.3,Yes,0,Spouse,116,27961.73,No,Yes,Freelance,Community Plan,0,0
Public,74,24068.3,Weekly,Rented,5.3,Yes,1,Parent,107,42277.29,Yes,No,None,Savings,0,1
Private,54,28980.63,Biweekly,Owned,8.4,No,2,Friend,53,22590.56,Yes,Yes,OFW Remittance,Insurance,0,0
Public,21,42501.37,Monthly,Rented,9.7,Yes,3,Friend,66,16450.75,Yes,No,None,Savings,0,0
Public,32,25183.43,Monthly,Rented,9.5,Yes,1,Spouse,74,17965.23,Yes,No,Freelance,None,0,0
Public,30,35489.62,Monthly,Rented,1.1,No,2,Sibling,23,26391.59,No,No,OFW Remittance,Community Plan,0,0
Private,104,21670.57,Biweekly,Rented,9.4,Yes,0,Friend,63,31125.56,Yes,No,Freelance,Savings,0,0
Private,87,40152.78,Weekly,Owned,6.5,No,4,Spouse,70,39599.83,No,Yes,Freelance,Community Plan,0,0
Private,59,20183.85,Monthly,Owned,8.4,No,5,Sibling,98,30829.13,Yes,Yes,None,None,0,0
Private,51,26566.78,Biweekly,Rented,9.5,No,0,Parent,70,32837.98,No,Yes,Freelance,Insurance,0,0
Private,27,34449.45,Biweekly,Owned,4.6,No,1,Parent,52,22631.94,Yes,Yes,Freelance,Insurance,0,0
Public,67,41069.32,Weekly,Rented,7.2,No,5,Parent,96,15769.94,Yes,Yes,None,None,0,0
Private,88,28423.05,Monthly,Rented,3.2,No,5,Sibling,11,32300.43,Yes,No,OFW Remittance,Insurance,0,1
Private,92,23004.45,Monthly,Owned,5.6,No,0,Friend,18,22069.03,Yes,No,Freelance,None,0,1
