Employment_Sector,Employment_Tenure_Months,Net_Salary_Per_Cutoff,Salary_Frequency,Housing_Status,Years_at_Current_Address,Household_Head,Number_of_Dependents,Comaker_Relationship,Comaker_Employment_Tenure_Months,Comaker_Net_Salary_Per_Cutoff,Has_Community_Role,Paluwagan_Participation,Other_Income_Source,Disaster_Preparedness,Is_Renewing_Client,Default
Public,37,38338.7,Monthly,Owned,4.8,No,5,Sibling,11,28432.38,No,Yes,Freelance,None,0,0
Private,55,21452.38,Biweekly,Rented,3.0,No,1,Sibling,94,27228.35,No,No,OFW Remittance,None,0,0
Private,104,17714.97,Biweekly,Owned,8.8,No,1,Friend,32,33880.46,No,Yes,OFW Remittance,None,0,0
Public,66,39896.05,Bimonthly,Rented,4.0,Yes,2,Parent,41,33564.63,No,No,Freelance,Savings,0,0
Public,43,16443.41,Biweekly,Owned,0.4,Yes,2,Parent,91,28065.12,No,Yes,Freelance,None,0,1
Public,55,42075.26,Bimonthly,Rented,4.0,No,2,Parent,114,31591.0,Yes,Yes,None,Insurance,0,0
Public,101,41876.66,Monthly,Owned,4.3,No,4,Friend,15,40242.22,No,Yes,Business,Community Plan,0,0
Private,116,36249.23,Bimonthly,Rented,4.2,No,3,Parent,10,24430.54,No,No,OFW Remittance,None,0,0
Public,114,27063.6,Weekly,Owned,4.2,No,0,Spouse,63,44011.23,No,Yes,None,Insurance,0,0
Private,34,23190.63,Monthly,Owned,2.1,No,5,Friend,21,31007.51,No,No,Freelance,Savings,0,0
Private,39,38044.58,Weekly,Owned,3.7,Yes,1,Parent,102,36531.55,Yes,Yes,OFW Remittance,Community Plan,0,0
Private,48,16104.93,Bimonthly,Owned,8.4,No,1,Friend,92,23482.17,No,Yes,Business,Insurance,0,0
Public,18,34519.37,Bimonthly,Rented,1.0,Yes,4,Sibling,45,18214.88,No,No,None,Insurance,0,0
Private,108,30832.95,Monthly,Owned,7.9,No,0,Friend,17,35595.29,No,Yes,OFW Remittance,Community Plan,0,0
Private,11,21394.3,Monthly,Rented,2.2,Yes,4,Parent,16,39598.54,Yes,Yes,None,Community Plan,0,0
Private,31,38138.37,Bimonthly,Owned,7.5,No,5,Spouse,61,43817.65,Yes,Yes,Freelance,Community Plan,0,0
Private,101,25128.97,Bimonthly,Rented,7.4,No,5,Friend,13,36643.77,No,No,Business,None,0,1
Private,46,15350.3,Bimonthly,Rented,2.7,No,5,Sibling,118,25819.88,Yes,Yes,Freelance,Savings,0,1
Public,90,39800.23,Monthly,Rented,4.3,Yes,3,Parent,32,28073.45,No,Yes,Freelance,Insurance,0,0
Public,66,32678.35,Bimonthly,Rented,9.7,Yes,4,Sibling,43,32428.49,No,Yes,Business,Insurance,0,0
Public,83,33388.71,Bimonthly,Rented,3.0,No,2,Sibling,28,18789.9,No,Yes,Business,Savings,0,0
Private,117,32497.23,Weekly,Rented,1.2,No,1,Spouse,65,33036.44,No,No,OFW Remittance,Savings,0,0
Private,78,37958.46,Weekly,Owned,1.4,No,0,Friend,55,19282.67,Yes,Yes,None,Insurance,0,0
Private,103,42060.63,Bimonthly,Owned,10.0,Yes,3,Sibling,57,16793.44,Yes,Yes,Freelance,None,0,0
Public,81,35252.15,Bimonthly,Rented,8.7,Yes,3,Friend,97,23601.04,No,Yes,OFW Remittance,None,0,0
Private,35,23172.46,Bimonthly,Owned,10.0,Yes,1,Friend,34,35285.25,No,Yes,None,None,0,0
Private,49,34558.56,Monthly,Rented,9.5,Yes,3,Spouse,67,19321.49,No,No,OFW Remittance,Insurance,0,0
Private,34,24682.65,Weekly,Rented,0.8,Yes,5,Parent,37,37849.95,No,No,OFW Remittance,Insurance,0,1
Private,58,22656.67,Biweekly,Rented,8.1,No,3,Parent,46,24697.04,Yes,Yes,Freelance,Insurance,0,0
Private,25,42130.13,Bimonthly,Rented,0.5,Yes,5,Friend,24,27849.04,Yes,Yes,Business,Community Plan,0,0
Private,116,24850.79,Bimonthly,Rented,5.6,No,3,Sibling,58,37656.8,No,No,Freelance,None,0,0
Public,11,28539.35,Weekly,Rented,4.7,No,3,Parent,68,39656.96,No,No,OFW Remittance,Community Plan,0,0
Public,20,20770.17,Monthly,Rented,5.4,Yes,0,Friend,77,28489.56,No,Yes,Business,Community Plan,0,1
Private,50,42184.29,Weekly,Rented,0.3,Yes,5,Sibling,114,18420.23,Yes,Yes,Business,Insurance,0,0
Private,11,23672.14,Biweekly,Owned,4.5,Yes,0,Parent,17,37791.04,No,No,Business,Community Plan,0,0
Private,71,29861.18,Bimonthly,Owned,7.2,No,3,Parent,57,32086.06,Yes,Yes,Business,Savings,0,0
Public,78,43176.69,Biweekly,Rented,4.6,No,2,Sibling,74,37784.95,No,No,Business,None,0,0
Public,120,25548.27,Bimonthly,Owned,7.0,No,1,Sibling,15,16885.41,No,Yes,Business,Community Plan,0,0
Public,112,18656.28,Bimonthly,Owned,3.0,No,5,Parent,41,36118.78,No,Yes,OFW Remittance,Community Plan,0,0
Public,107,16686.9,Weekly,Owned,9.7,No,5,Spouse,81,22431.04,No,No,Freelance,None,0,1
Public,38,16024.94,Bimonthly,Owned,1.4,Yes,0,Sibling,95,40350.69,Yes,No,OFW Remittance,Community Plan,0,0
Private,32,21972.87,Weekly,Owned,0.5,Yes,5,Sibling,102,19446.04,Yes,No,Freelance,None,0,0
Private,104,44702.32,Biweekly,Owned,2.8,Yes,0,Friend,56,42818.39,No,Yes,OFW Remittance,None,0,0
Private,73,34874.13,Biweekly,Owned,5.8,No,1,Parent,83,28706.86,Yes,Yes,Business,Community Plan,0,0
Public,24,21621.99,Bimonthly,Rented,5.5,Yes,1,Friend,33,44021.68,No,No,OFW Remittance,Insurance,0,0
Public,14,30760.7,Biweekly,Rented,7.4,No,0,Friend,58,22924.66,Yes,Yes,Freelance,Community Plan,0,0
Private,99,30227.67,Monthly,Owned,1.9,Yes,2,Sibling,109,29993.19,No,Yes,Business,None,0,0
Private,98,15503.48,Biweekly,Rented,9.0,No,0,Parent,46,31903.5,No,No,OFW Remittance,None,0,0
Private,104,41132.97,Biweekly,Owned,2.4,No,2,Friend,13,27815.42,Yes,No,OFW Remittance,Community Plan,0,0
Private,45,30306.81,Monthly,Owned,0.8,No,3,Sibling,67,26194.64,No,Yes,None,Community Plan,0,0
Public,60,24241.04,Biweekly,Rented,6.9,No,4,Sibling,39,22073.92,No,Yes,None,Insurance,0,1
Private,74,23635.96,Biweekly,Rented,8.2,No,1,Friend,16,28996.91,No,No,Business,Savings,0,1
Public,18,23227.18,Monthly,Owned,1.1,Yes,3,Friend,87,23879.46,No,No,OFW Remittance,Insurance,0,0
Private,35,35994.95,Biweekly,Owned,0.1,Yes,4,Parent,36,25771.86,Yes,Yes,OFW Remittance,Insurance,0,0
Private,48,22533.83,Biweekly,Owned,8.3,Yes,1,Parent,61,28302.89,No,Yes,OFW Remittance,Savings,0,1
Public,63,30119.79,Biweekly,Rented,6.8,No,0,Friend,115,30077.64,No,Yes,Business,Insurance,0,0
Private,80,42041.85,Weekly,Rented,5.8,Yes,3,Spouse,42,22508.41,Yes,Yes,None,None,0,0
Public,20,25632.68,Bimonthly,Rented,1.9,No,4,Friend,87,40923.51,Yes,Yes,OFW Remittance,None,0,0
Private,85,36698.03,Biweekly,Rented,9.2,Yes,1,Sibling,96,23786.98,Yes,No,Freelance,Savings,0,0
Public,67,36126.17,Weekly,Owned,3.0,Yes,0,Friend,120,26638.68,Yes,Yes,None,Savings,0,0
Private,116,15923.12,Biweekly,Owned,9.4,No,3,Sibling,115,22337.01,No,Yes,OFW Remittance,Savings,0,0
Public,67,30940.97,Biweekly,Rented,4.0,No,4,Sibling,108,34781.86,No,No,Freelance,Insurance,0,0
Private,38,16187.84,Biweekly,Rented,5.9,Yes,3,Spouse,67,39223.51,Yes,No,Business,None,0,1
Private,53,28391.44,Monthly,Owned,0.2,Yes,0,Spouse,37,38436.7,Yes,Yes,Freelance,Insurance,0,0
Private,90,37073.22,Bimonthly,Owned,6.3,No,1,Parent,40,42257.02,Yes,No,Business,Savings,0,1
Public,117,32345.29,Monthly,Owned,7.8,Yes,3,Friend,41,25851.44,Yes,Yes,Business,Savings,0,0
Private,12,39949.79,Weekly,Owned,4.2,Yes,4,Spouse,102,34252.96,No,Yes,OFW Remittance,Community Plan,0,0
Private,67,39547.99,Biweekly,Owned,9.2,Yes,5,Sibling,47,26305.1,No,Yes,Freelance,None,0,0
Private,105,26073.57,Monthly,Rented,4.6,Yes,4,Spouse,37,18574.01,Yes,Yes,None,Insurance,0,0
Private,43,22088.71,Monthly,Owned,9.4,No,3,Friend,17,22075.06,Yes,Yes,Freelance,Savings,0,0
Private,31,32925.04,Biweekly,Rented,0.7,No,2,Friend,26,41413.28,No,No,None,Savings,0,0
Public,11,21331.74,Weekly,Owned,6.4,No,2,Friend,21,35882.67,Yes,No,None,Savings,0,0
Public,56,23417.82,Biweekly,Owned,7.8,Yes,5,Friend,50,19034.0,No,No,OFW Remittance,Community Plan,0,0
Private,39,18594.12,Biweekly,Owned,1.0,Yes,2,Parent,52,44366.92,No,No,OFW Remittance,Community Plan,0,0
Public,15,31439.53,Biweekly,Owned,4.4,No,1,Sibling,117,34389.52,No,No,None,Insurance,0,0
Private,86,19446.96,Biweekly,Owned,6.6,No,3,Spouse,109,39583.36,No,No,OFW Remittance,Insurance,0,0
Public,71,39909.76,Weekly,Rented,6.7,Yes,4,Friend,76,16500.03,Yes,Yes,None,None,0,0
Private,35,44629.83,Biweekly,Owned,7.5,No,4,Sibling,76,16362.89,No,Yes,Business,None,0,0
Private,78,44363.78,Bimonthly,Rented,8.9,Yes,4,Parent,73,21647.21,Yes,No,None,Savings,0,0
Private,48,36109.65,Biweekly,Owned,8.1,Yes,2,Spouse,112,30651.98,Yes,Yes,None,Insurance,0,0
Public,39,38894.4,Weekly,Rented,4.8,Yes,0,Parent,17,20398.0,Yes,Yes,OFW Remittance,None,0,0
Private,52,17691.07,Bimonthly,Owned,4.6,No,3,Friend,76,29378.36,No,Yes,Business,None,0,0
Private,63,37165.75,Monthly,Owned,5.5,Yes,0,Friend,83,43216.36,No,Yes,OFW Remittance,None,0,1
Private,89,28569.14,Bimonthly,Owned,4.3,Yes,5,Parent,56,35443.63,Yes,Yes,None,Community Plan,0,0
Private,83,23360.85,Monthly,Rented,8.6,Yes,4,Friend,22,44094.03,Yes,Yes,Freelance,Community Plan,0,0
Private,82,34493.69,Bimonthly,Rented,8.0,Yes,0,Friend,80,16454.69,Yes,No,OFW Remittance,None,0,0
Public,42,18310.43,Biweekly,Owned,4.7,Yes,0,Spouse,117,24248.28,No,Yes,Business,None,0,0
Public,80,24849.95,Monthly,Rented,5.9,Yes,5,Friend,57,31595.12,No,No,Business,None,0,1
Private,17,17942.24,Biweekly,Owned,5.1,No,0,Sibling,27,29759.54,No,Yes,Freelance,Savings,0,0
Private,18,32791.26,Bimonthly,Rented,7.3,Yes,4,Parent,54,17128.81,Yes,No,Freelance,Community Plan,0,0
Public,70,22924.54,Monthly,Owned,6.6,Yes,2,Sibling,63,17357.03,Yes,No,OFW Remittance,Community Plan,0,0
Private,105,39399.77,Biweekly,Rented,6.6,No,2,Parent,104,36735.4,Yes,No,Business,Insurance,0,1
Public,109,17173.02,Weekly,Owned,3.2,No,1,Parent,43,15856.45,Yes,Yes,OFW Remittance,Community Plan,0,0
Private,55,21799.37,Weekly,Rented,10.0,No,4,Spouse,119,36613.73,Yes,No,Freelance,Insurance,0,0
Private,107,40931.74,Monthly,Rented,8.6,No,3,Spouse,46,35334.42,Yes,No,OFW Remittance,None,0,0
Public,21,23856.52,Biweekly,Owned,5.0,No,4,Friend,20,43112.01,No,Yes,Freelance,Community Plan,0,0
Private,15,27091.66,Bimonthly,Owned,3.4,Yes,3,Parent,108,19325.63,Yes,Yes,OFW Remittance,Community Plan,0,0
Public,13,27199.86,Weekly,Owned,1.9,Yes,3,Friend,47,26371.03,No,No,Freelance,Insurance,0,0
Private,27,16569.11,Weekly,Rented,0.2,No,1,Friend,91,36088.25,No,Yes,Business,Community Plan,0,1
Public,7,24584.75,Monthly,Rented,9.8,Yes,0,Sibling,111,25606.79,No,No,None,None,0,1
Private,83,27955.8,Monthly,Owned,1.8,Yes,0,Parent,71,26523.73,No,No,Business,Community Plan,0,0
Private,85,27005.74,Weekly,Owned,2.1,Yes,3,Sibling,95,35735.59,No,No,None,Insurance,0,0
Private,85,26503.93,Bimonthly,Rented,5.1,No,4,Sibling,71,38978.85,No,No,Business,Insurance,0,0
Public,63,23117.39,Bimonthly,Owned,9.6,Yes,4,Friend,25,44195.95,No,No,OFW Remittance,Community Plan,0,1
Private,6,33815.27,Weekly,Owned,3.0,No,1,Parent,41,42113.1,No,Yes,Freelance,Community Plan,0,0
Public,57,24726.25,Biweekly,Rented,9.5,No,4,Sibling,105,18652.13,Yes,No,Freelance,Insurance,0,0
Private,90,30982.44,Monthly,Rented,2.3,No,0,Friend,68,27772.96,No,No,Freelance,Savings,0,0
Private,32,38286.57,Weekly,Rented,7.0,Yes,2,Friend,33,27102.26,Yes,No,Business,Community Plan,0,0
Private,10,22249.99,Biweekly,Owned,4.5,Yes,3,Parent,100,39496.25,Yes,No,OFW Remittance,Community Plan,0,0
Private,118,21169.55,Monthly,Owned,7.0,No,2,Parent,28,39413.41,Yes,Yes,Business,Insurance,0,0
Public,114,39979.49,Biweekly,Owned,0.6,Yes,0,Friend,19,20693.49,Yes,No,Freelance,Community Plan,0,0
Private,104,25539.93,Bimonthly,Rented,5.6,No,4,Parent,24,37166.43,No,Yes,Business,Savings,0,0
Public,57,32845.47,Weekly,Rented,3.9,No,2,Spouse,119,34598.6,No,Yes,Freelance,Savings,0,0
Public,24,20711.86,Bimonthly,Rented,8.3,Yes,5,Spouse,120,39289.94,Yes,No,None,None,0,0
Public,57,16918.69,Biweekly,Rented,1.8,Yes,2,Friend,104,23301.17,Yes,Yes,None,Savings,0,0
Private,33,42746.76,Bimonthly,Owned,5.1,Yes,2,Spouse,11,44605.46,Yes,Yes,Business,Savings,0,0
Public,32,24539.77,Bimonthly,Rented,3.9,No,3,Spouse,48,29458.37,No,No,OFW Remittance,Savings,0,0
Private,26,23060.17,Biweekly,Rented,4.9,No,4,Sibling,106,19668.7,No,No,None,Community Plan,0,0
Public,25,30681.05,Monthly,Owned,2.7,No,3,Friend,20,26634.15,Yes,No,Freelance,None,0,0
Public,91,22388.36,Biweekly,Rented,6.7,Yes,1,Parent,70,28909.88,No,No,OFW Remittance,None,0,0
Private,118,31962.19,Monthly,Rented,6.2,No,1,Friend,118,26839.93,Yes,Yes,Business,Community Plan,0,0
Public,50,24520.76,Biweekly,Rented,9.1,No,2,Parent,35,22755.35,No,No,Freelance,Insurance,0,1
Public,38,29423.15,Weekly,Owned,7.8,Yes,4,Spouse,53,17950.39,No,Yes,None,Insurance,0,0
Public,99,23925.52,Weekly,Owned,2.0,Yes,2,Spouse,66,27896.97,No,No,Business,Community Plan,0,0
Public,56,24822.78,Weekly,Owned,6.6,No,4,Parent,29,38019.26,Yes,No,Freelance,Community Plan,0,0
Private,36,44163.04,Monthly,Owned,5.5,No,3,Spouse,93,15324.98,Yes,No,Freelance,Community Plan,0,0
Private,113,20659.68,Biweekly,Owned,1.2,No,3,Friend,93,21380.1,No,Yes,None,None,0,0
Private,51,43003.18,Monthly,Rented,5.0,No,0,Spouse,55,31655.5,No,Yes,Business,None,0,0
Public,73,42498.02,Weekly,Owned,3.7,Yes,2,Spouse,110,24920.74,Yes,Yes,OFW Remittance,None,0,0
Public,79,21147.36,Biweekly,Rented,8.1,Yes,1,Parent,120,26028.67,No,No,Freelance,Insurance,0,0
Private,52,37612.57,Weekly,Rented,1.6,No,3,Spouse,82,31445.45,No,Yes,None,Savings,0,0
Public,16,22784.75,Monthly,Owned,1.1,No,3,Friend,69,30696.04,No,Yes,None,Savings,0,0
Private,65,24115.56,Weekly,Owned,8.5,No,0,Sibling,26,28108.39,Yes,Yes,Business,Savings,0,0
Private,53,31178.85,Biweekly,Owned,1.8,Yes,3,Friend,21,22161.97,Yes,No,Freelance,Insurance,0,0
Private,62,29251.12,Bimonthly,Owned,7.9,Yes,1,Sibling,58,30496.13,Yes,Yes,Freelance,Insurance,0,0
Private,50,18730.43,Monthly,Rented,1.5,No,4,Sibling,84,22682.75,Yes,Yes,OFW Remittance,Insurance,0,0
Public,40,19945.2,Biweekly,Owned,9.0,Yes,0,Sibling,17,42987.36,No,No,Business,None,0,0
Private,73,29053.52,Bimonthly,Rented,7.5,Yes,4,Parent,78,32674.99,Yes,No,Business,Savings,0,0
Public,80,35108.32,Biweekly,Rented,6.6,No,0,Parent,56,22790.93,Yes,No,OFW Remittance,Insurance,0,0
Private,55,25739.13,Weekly,Owned,3.6,Yes,0,Sibling,44,39314.94,Yes,Yes,None,Savings,0,0
Public,53,42962.83,Biweekly,Owned,7.3,Yes,1,Friend,27,17730.14,Yes,Yes,Freelance,Savings,0,0
Public,64,23075.65,Bimonthly,Owned,6.8,Yes,0,Friend,94,22976.32,Yes,No,Business,Savings,0,0
Public,89,33848.61,Monthly,Rented,3.9,Yes,2,Friend,14,24136.65,Yes,No,None,None,0,0
Private,98,31596.82,Monthly,Owned,9.7,Yes,1,Parent,67,36925.55,No,Yes,Business,Insurance,0,0
Public,116,38371.04,Weekly,Owned,4.1,No,1,Parent,64,19471.93,Yes,Yes,Business,Community Plan,0,0
Public,12,33942.65,Biweekly,Rented,6.0,No,3,Friend,113,42638.88,Yes,Yes,Freelance,Insurance,0,0
Public,20,23690.04,Biweekly,Rented,1.4,No,0,Sibling,109,44873.78,No,No,None,Savings,0,0
Private,12,38911.0,Weekly,Owned,3.3,No,1,Sibling,117,17450.9,No,No,None,Community Plan,0,0
Private,113,42816.21,Bimonthly,Rented,9.3,No,5,Friend,74,31433.42,No,Yes,OFW Remittance,Savings,0,0
Private,10,16433.72,Biweekly,Rented,7.9,Yes,0,Friend,91,19789.22,No,Yes,Business,Community Plan,0,1
Public,41,20292.29,Monthly,Rented,1.6,No,3,Spouse,25,17553.43,Yes,No,None,Community Plan,0,1
Private,51,22306.36,Biweekly,Owned,8.2,No,4,Sibling,79,23647.86,Yes,Yes,None,Community Plan,0,1
Private,114,29614.3,Monthly,Owned,5.6,Yes,4,Sibling,113,41072.05,Yes,No,OFW Remittance,Insurance,0,1
Private,118,18743.06,Bimonthly,Owned,5.7,Yes,5,Parent,92,24878.64,No,No,OFW Remittance,Community Plan,0,1
Public,38,15935.84,Monthly,Owned,9.3,Yes,3,Friend,87,22243.08,No,Yes,Freelance,Savings,0,0
Public,30,34573.55,Bimonthly,Rented,8.1,Yes,1,Spouse,113,39454.13,Yes,No,Freelance,Insurance,0,0
Public,21,43468.98,Bimonthly,Rented,7.3,No,2,Friend,46,39763.91,No,Yes,Business,Insurance,0,0
Public,44,21614.99,Monthly,Rented,2.6,No,1,Friend,108,36996.71,Yes,Yes,Freelance,Insurance,0,0
Private,17,41314.25,Biweekly,Rented,0.9,Yes,5,Parent,22,25855.3,Yes,Yes,None,Savings,0,0
Private,83,19905.02,Weekly,Owned,4.1,No,1,Spouse,48,23452.51,No,No,Freelance,None,0,0
Private,112,31508.3,Weekly,Rented,2.2,Yes,3,Friend,80,16473.31,Yes,No,OFW Remittance,None,0,0
Private,106,24176.87,Monthly,Rented,3.5,Yes,5,Sibling,92,44426.75,No,No,OFW Remittance,None,0,0
Public,55,16992.32,Bimonthly,Rented,2.5,No,2,Sibling,61,36714.99,Yes,No,None,None,0,0
Private,27,24754.73,Bimonthly,Owned,1.9,No,4,Sibling,96,20556.71,Yes,Yes,OFW Remittance,Community Plan,0,1
Private,55,31962.65,Bimonthly,Owned,0.1,No,5,Sibling,109,41203.56,No,Yes,OFW Remittance,Community Plan,0,1
Private,91,44048.14,Monthly,Rented,3.4,Yes,1,Parent,100,29731.7,Yes,Yes,OFW Remittance,None,0,0
Private,29,16491.4,Monthly,Owned,8.6,Yes,5,Friend,115,24098.49,No,Yes,Freelance,Insurance,0,0
Public,83,33522.78,Weekly,Owned,4.9,No,0,Friend,22,44583.14,No,No,OFW Remittance,Insurance,0,0
Public,119,38057.94,Bimonthly,Rented,0.6,No,4,Sibling,19,22127.44,No,Yes,OFW Remittance,Community Plan,0,0
Private,26,19570.52,Biweekly,Owned,1.4,No,5,Parent,69,42097.39,Yes,No,None,Insurance,0,0
Private,44,26319.55,Weekly,Rented,1.5,No,2,Sibling,109,24215.3,Yes,No,None,None,0,1
Private,78,30297.2,Bimonthly,Rented,9.1,Yes,5,Sibling,104,20310.02,No,No,None,Insurance,0,0
Private,42,18662.49,Biweekly,Rented,4.5,Yes,5,Parent,57,42388.27,No,Yes,OFW Remittance,Savings,0,1
Private,71,23608.55,Bimonthly,Rented,0.3,Yes,5,Friend,74,41903.16,Yes,No,OFW Remittance,Savings,0,0
Private,10,41666.91,Monthly,Rented,3.7,Yes,2,Spouse,108,15053.5,Yes,No,Freelance,Community Plan,0,0
Private,19,33671.97,Weekly,Rented,3.6,Yes,3,Friend,19,39508.35,Yes,No,Business,Community Plan,0,0
Public,12,18651.39,Biweekly,Owned,8.6,Yes,4,Friend,105,35739.93,No,Yes,None,None,0,1
Public,79,19720.01,Biweekly,Owned,0.2,No,2,Spouse,30,37481.33,Yes,No,OFW Remittance,Savings,0,0
Public,78,31757.63,Monthly,Owned,3.2,No,0,Spouse,81,28030.99,Yes,No,Business,None,0,0
Public,9,44186.56,Monthly,Rented,4.2,No,0,Spouse,86,29360.4,Yes,No,OFW Remittance,Savings,0,0
Private,111,33741.73,Monthly,Rented,5.7,No,1,Spouse,32,19043.38,Yes,No,Freelance,Insurance,0,0
Private,84,44887.71,Weekly,Owned,9.8,No,4,Spouse,90,29620.51,No,Yes,None,None,0,0
Private,28,23075.92,Bimonthly,Owned,4.7,No,4,Sibling,107,28801.11,Yes,No,Freelance,Savings,0,0
Public,91,34897.33,Monthly,Owned,1.5,No,4,Friend,99,21876.31,No,Yes,Freelance,None,0,0
Private,88,21444.39,Bimonthly,Owned,6.2,No,0,Sibling,33,39989.92,Yes,Yes,OFW Remittance,Savings,0,0
Private,59,41767.71,Biweekly,Owned,7.2,No,1,Spouse,56,33755.15,No,No,None,Community Plan,0,1
Public,93,28726.17,Biweekly,Owned,1.3,Yes,1,Parent,67,22909.38,Yes,Yes,Freelance,Insurance,0,0
Private,97,15410.14,Weekly,Rented,7.2,Yes,1,Parent,49,33214.81,No,Yes,OFW Remittance,Savings,0,0
Private,14,42710.82,Weekly,Owned,5.5,Yes,0,Sibling,97,40078.0,Yes,Yes,Business,Savings,0,0
Public,48,37454.86,Monthly,Owned,2.7,No,3,Sibling,97,35231.95,No,Yes,Business,Community Plan,0,0
Public,7,18203.81,Biweekly,Owned,4.4,Yes,1,Spouse,72,25287.96,No,No,None,None,0,1
Public,55,26665.06,Weekly,Rented,2.0,No,0,Friend,110,29988.04,Yes,Yes,OFW Remittance,Insurance,0,0
Public,14,31491.09,Monthly,Rented,2.7,Yes,2,Friend,71,18193.42,No,No,Freelance,None,0,0
Public,34,30912.6,Monthly,Owned,9.9,No,0,Sibling,94,39464.34,No,No,Freelance,None,0,0
Private,9,25547.68,Monthly,Rented,1.9,No,1,Spouse,66,34569.85,Yes,No,Business,Community Plan,0,1
Public,103,17457.8,Monthly,Owned,9.3,No,1,Friend,33,28957.11,No,No,Freelance,Savings,0,0
Public,25,25283.8,Monthly,Owned,6.2,No,2,Sibling,80,27130.84,Yes,Yes,Freelance,Insurance,0,0
Private,73,39358.61,Monthly,Rented,4.4,Yes,3,Spouse,31,20611.84,Yes,No,Freelance,Savings,0,0
Public,22,22062.96,Biweekly,Owned,1.2,No,3,Sibling,14,44478.28,Yes,No,OFW Remittance,Savings,0,1
Public,88,43131.55,Bimonthly,Rented,8.4,Yes,4,Friend,73,25854.52,Yes,Yes,Freelance,Insurance,0,0
Private,55,24329.97,Biweekly,Owned,5.2,Yes,0,Spouse,19,32058.42,Yes,Yes,Freelance,Savings,0,0
Public,64,23303.51,Monthly,Rented,2.0,Yes,2,Spouse,65,32150.99,No,Yes,Business,Savings,0,0
Private,106,18664.45,Weekly,Owned,2.0,No,0,Friend,33,29238.07,Yes,Yes,Business,Community Plan,0,0
Private,29,32679.42,Biweekly,Owned,3.5,Yes,3,Sibling,66,34775.78,No,No,Freelance,Community Plan,0,0
Private,117,18859.41,Weekly,Owned,8.9,Yes,0,Friend,60,17191.12,No,Yes,None,Insurance,0,0
Private,106,16814.43,Biweekly,Owned,8.0,Yes,1,Sibling,24,40984.58,No,Yes,Freelance,None,0,0
Private,19,42198.63,Bimonthly,Rented,9.9,Yes,0,Parent,99,24959.49,Yes,Yes,Freelance,Community Plan,0,0
Public,23,31207.42,Biweekly,Owned,0.9,Yes,5,Friend,93,18254.35,Yes,No,OFW Remittance,None,0,0
Public,18,34329.43,Weekly,Owned,8.8,No,1,Sibling,49,21330.1,No,No,None,Savings,0,0
Private,86,38779.7,Biweekly,Owned,1.8,No,0,Sibling,33,19891.41,No,No,None,Savings,0,0
Public,38,26458.06,Weekly,Rented,6.8,Yes,4,Sibling,105,22459.22,No,No,Business,Insurance,0,1
Public,64,27540.73,Monthly,Owned,2.7,Yes,4,Spouse,108,20321.41,No,Yes,None,None,0,0
Public,97,26494.42,Monthly,Owned,8.3,No,0,Friend,95,44384.0,Yes,Yes,Freelance,Insurance,0,0
Private,23,39766.98,Bimonthly,Rented,4.9,Yes,3,Spouse,116,28348.24,Yes,No,Freelance,Insurance,0,1
Private,39,29062.3,Bimonthly,Rented,1.6,Yes,1,Friend,91,24210.66,No,No,Business,Savings,0,1
Public,12,18689.23,Monthly,Rented,8.0,Yes,1,Spouse,98,33999.46,Yes,Yes,Freelance,Community Plan,0,1
Public,41,22784.79,Biweekly,Rented,2.8,Yes,1,Friend,45,19491.66,No,Yes,Freelance,Savings,0,0
Private,82,27007.83,Biweekly,Rented,4.2,Yes,3,Parent,46,40815.77,No,No,None,Insurance,0,0
Public,25,18721.91,Weekly,Owned,5.8,Yes,5,Friend,89,43289.61,No,No,OFW Remittance,None,0,0
Private,97,16940.7,Bimonthly,Owned,7.1,Yes,1,Spouse,115,37053.09,No,No,OFW Remittance,Savings,0,0
Public,97,27824.54,Weekly,Owned,2.5,Yes,5,Spouse,83,18024.41,No,Yes,Business,Community Plan,0,0
Public,57,25296.27,Biweekly,Owned,1.7,No,1,Friend,47,35748.67,Yes,No,None,Insurance,0,1
Public,37,22943.37,Weekly,Rented,8.8,Yes,5,Friend,16,17249.77,No,Yes,Business,Community Plan,0,0
Private,47,21455.54,Biweekly,Owned,4.2,Yes,3,Friend,105,21650.25,No,Yes,Business,Savings,0,0
Public,46,19459.83,Monthly,Owned,0.7,Yes,5,Spouse,36,22996.44,Yes,Yes,OFW Remittance,None,0,0
Private,44,42006.66,Bimonthly,Rented,5.3,No,5,Parent,55,38220.12,Yes,No,None,Savings,0,0
Private,75,43036.36,Weekly,Rented,6.7,No,3,Friend,51,41102.24,No,No,OFW Remittance,Insurance,0,0
Private,40,18225.57,Weekly,Owned,7.8,Yes,5,Parent,88,37273.3,No,Yes,Freelance,None,0,0
Private,51,35165.25,Weekly,Rented,1.6,No,0,Parent,25,39598.79,Yes,No,Business,Savings,0,0
Private,94,26011.14,Bimonthly,Rented,1.8,No,2,Spouse,46,17754.32,No,Yes,OFW Remittance,Insurance,0,0
Private,76,28938.29,Monthly,Owned,3.8,Yes,4,Spouse,55,26860.82,No,No,Freelance,None,0,0
Public,84,23208.99,Weekly,Rented,7.6,Yes,1,Parent,86,17878.38,Yes,Yes,Freelance,Community Plan,0,0
Public,50,30042.7,Weekly,Owned,6.6,Yes,2,Friend,119,17601.02,Yes,Yes,OFW Remittance,None,0,0
