Employment_Sector,Employment_Tenure_Months,Net_Salary_Per_Cutoff,Salary_Frequency,Housing_Status,Years_at_Current_Address,Household_Head,Number_of_Dependents,Comaker_Relationship,Comaker_Emp_Tenure,Comaker_Net_Salary,Has_Community_Role,Paluwagan_Participation,Other_Income_Source,Disaster_Preparedness,Is_Renewing_Client,Default
Private,83.8654,40110.164,Bimonthly,Owned,3.7274776,No,2.9533057,Friend,-0.28853518,0.99999577,Leader,Frequently,Business,Community Plan,0.027124053,0.1635403
Private,83.61182,37840.44,Bimonthly,Owned,3.6040375,No,2.6283855,Friend,-0.14480917,0.9999832,Leader,Frequently,Business,Community Plan,0.15879658,0.0065742494
Private,79.1745,34224.6,Bimonthly,Owned,3.1700864,No,2.6989157,Friend,0.030893594,0.9999871,Leader,Frequently,Business,Community Plan,0.025487594,0.0322284
Private,81.18749,41815.586,Bimonthly,Owned,3.9351945,No,2.9903245,Friend,-0.10747928,0.99994195,Leader,Frequently,Business,Community Plan,0.10596737,0.052594252
Private,81.637,39655.508,Bimonthly,Owned,3.337946,No,2.9387252,Friend,0.07374246,0.99996614,Leader,Frequently,Business,Community Plan,-0.0189778,-0.009346804
Private,85.59561,37808.09,Bimonthly,Owned,3.4572506,No,2.6169035,Friend,-0.022275971,0.99986386,Leader,Frequently,Business,Community Plan,0.05856435,-0.03304391
Private,84.20206,38501.32,Bimonthly,Owned,3.4618428,No,2.7188878,Friend,0.09771162,0.99994534,Leader,Frequently,Business,Community Plan,0.14832991,-0.0014371788
Private,91.439545,39607.727,Bimonthly,Owned,3.6946099,No,2.8539805,Friend,-0.076401524,0.9999952,Leader,Frequently,Business,Community Plan,-0.05524348,0.15210114
Private,79.52411,38896.08,Bimonthly,Owned,3.4250572,No,2.7152002,Friend,0.0739073,0.999987,Leader,Frequently,Business,Community Plan,-0.02187868,-0.10918355
Private,88.3788,40179.56,Bimonthly,Owned,3.6275342,No,2.7906504,Friend,0.026425209,0.99998146,Leader,Frequently,Business,Community Plan,0.10530049,0.07352606
Private,81.90477,40182.465,Bimonthly,Owned,3.6702914,No,2.7237833,Friend,-0.016359195,0.9999914,Leader,Frequently,Business,Community Plan,-0.019202547,0.12205934
Private,84.97679,37780.184,Bimonthly,Owned,3.8224525,No,2.8188357,Friend,-0.09092571,0.9999754,Leader,Frequently,Business,Community Plan,0.09086098,0.14883074
Private,83.506096,38694.57,Bimonthly,Owned,3.8896546,No,2.7348335,Friend,-0.10886191,0.99995124,Leader,Frequently,Business,Community Plan,0.09771296,0.00934481
Private,78.244064,37791.695,Bimonthly,Owned,3.3022783,No,2.6442142,Friend,0.10226981,0.99993986,Leader,Frequently,Business,Community Plan,0.08459015,0.0018251518
Private,83.76363,41625.457,Bimonthly,Owned,3.5916014,No,2.8038123,Friend,-0.11402771,0.99985474,Leader,Frequently,Business,Community Plan,-0.03389831,0.019921845
Private,79.2359,41518.824,Bimonthly,Owned,3.5281446,No,2.717942,Friend,-0.05381426,0.99992293,Leader,Frequently,Business,Community Plan,-0.02330814,0.02496183
Private,81.8075,39318.72,Bimonthly,Owned,3.5660036,No,2.6322308,Friend,0.054531347,0.9999575,Leader,Frequently,Business,Community Plan,0.00405207,0.22904025
Private,87.79643,36450.902,Bimonthly,Owned,3.131817,No,2.4771845,Friend,0.16205841,0.9999565,Leader,Frequently,Business,Community Plan,-0.12533195,0.0680375
Private,86.714455,38342.324,Bimonthly,Owned,3.646591,No,2.6819992,Friend,0.017264532,0.99996126,Leader,Frequently,Business,Community Plan,0.04358735,0.10906073
Private,86.400154,38856.453,Bimonthly,Owned,3.6948993,No,2.835454,Friend,0.11441708,0.99998695,Leader,Frequently,Business,Community Plan,-0.018314302,0.14857887
Private,80.08127,38515.574,Bimonthly,Owned,3.6812067,No,2.564187,Friend,-0.09720171,0.99997896,Leader,Frequently,Business,Community Plan,0.040350784,-0.012011388
Private,82.08372,39215.57,Bimonthly,Owned,3.699734,No,2.6573548,Friend,-0.16757461,0.9999431,Leader,Frequently,Business,Community Plan,0.107940316,0.06899445
Private,79.26409,38072.64,Bimonthly,Owned,3.5128758,No,2.7040453,Friend,-0.09803067,0.9999777,Leader,Frequently,Business,Community Plan,0.025260314,0.20774193
Private,82.10521,36791.914,Bimonthly,Owned,3.4034767,No,2.5824864,Friend,0.13232659,0.9999462,Leader,Frequently,Business,Community Plan,0.023250975,0.114579305
Private,83.130554,40417.723,Bimonthly,Owned,3.875652,No,2.778314,Friend,-0.24730206,0.9999247,Leader,Frequently,Business,Community Plan,-0.014429738,-0.014778201
Private,82.48542,37868.438,Bimonthly,Owned,3.819752,No,2.71646,Friend,-0.15870099,0.9999938,Leader,Frequently,Business,Community Plan,0.15050031,0.2077413
Private,82.308105,38199.895,Bimonthly,Owned,3.636429,No,2.6796358,Friend,-0.07986152,0.9999802,Leader,Frequently,Business,Community Plan,0.052718766,0.06695305
Private,88.10039,38655.332,Bimonthly,Owned,3.3015137,No,2.3599303,Friend,-0.14270845,0.99999785,Leader,Frequently,Business,Community Plan,-0.04085723,0.113753475
Private,89.87891,39510.145,Bimonthly,Owned,3.7777557,No,2.711088,Friend,0.022135649,0.9998905,Leader,Frequently,Business,Community Plan,0.061198205,0.06744233
Private,86.93726,38397.92,Bimonthly,Owned,3.775597,No,2.7450836,Friend,-0.16603537,0.99991393,Leader,Frequently,Business,Community Plan,0.09038441,0.09893937
Private,80.40754,36707.594,Bimonthly,Owned,3.8376458,No,2.695125,Friend,-0.24825366,0.9999935,Leader,Frequently,Business,Community Plan,-0.0045885122,0.13271537
Private,89.97515,37142.43,Bimonthly,Owned,3.6255412,No,2.4893363,Friend,-0.124005824,0.9999934,Leader,Frequently,Business,Community Plan,0.04331785,0.024630284
Private,82.15354,38279.81,Bimonthly,Owned,3.742429,No,2.7805934,Friend,0.026684517,0.99998057,Leader,Frequently,Business,Community Plan,0.08725725,0.016121656
Private,87.291115,41381.734,Bimonthly,Owned,3.557719,No,2.8016093,Friend,-0.123967305,0.99991935,Leader,Frequently,Business,Community Plan,0.01847113,0.00746278
Private,85.512085,38232.16,Bimonthly,Owned,3.205513,No,2.483307,Friend,0.09060925,0.99996775,Leader,Frequently,Business,Community Plan,0.0030037074,0.03811414
Private,86.1765,37972.67,Bimonthly,Owned,3.6180413,No,2.7143388,Friend,-0.06007453,0.9999732,Leader,Frequently,Business,Community Plan,0.035317235,0.09913488
Private,86.01015,36585.023,Bimonthly,Owned,3.6104236,No,2.598054,Friend,-0.13295497,0.99998176,Leader,Frequently,Business,Community Plan,0.01315713,0.12194513
Private,81.60522,36372.93,Bimonthly,Owned,3.5355945,No,2.611367,Friend,-0.077534914,0.99999446,Leader,Frequently,Business,Community Plan,0.01706158,0.0667332
Private,86.243835,40598.793,Bimonthly,Owned,3.4045298,No,2.8891196,Friend,0.041192353,0.9999948,Leader,Frequently,Business,Community Plan,0.12696154,-0.078744225
Private,78.43814,38732.035,Bimonthly,Owned,3.4223082,No,2.9280846,Friend,-0.012009371,0.9999859,Leader,Frequently,Business,Community Plan,0.022015933,0.05338477
Private,82.426025,37838.156,Bimonthly,Owned,3.5512297,No,2.7040193,Friend,-0.07095385,0.9999773,Leader,Frequently,Business,Community Plan,0.079115614,0.1270227
Private,92.51471,39480.086,Bimonthly,Owned,3.5524547,No,2.5984926,Friend,-0.10985198,0.9999531,Leader,Frequently,Business,Community Plan,0.17090477,0.0049394043
Private,85.73731,39336.8,Bimonthly,Owned,3.3810987,No,2.5566263,Friend,0.049793918,0.9999354,Leader,Frequently,Business,Community Plan,-0.015593032,0.06674372
Private,82.83814,41280.438,Bimonthly,Owned,3.6081173,No,2.70359,Friend,-0.16977794,0.99999374,Leader,Frequently,Business,Community Plan,0.11586327,-0.0078374
Private,78.49021,36173.062,Bimonthly,Owned,3.6043448,No,2.6728067,Friend,0.11135323,0.9999792,Leader,Frequently,Business,Community Plan,0.00079505454,0.012481141
Private,72.80749,40161.93,Bimonthly,Owned,3.3847735,No,2.8250384,Friend,-0.033352718,0.99998975,Leader,Frequently,Business,Community Plan,-0.022318099,-0.04399571
Private,80.70998,39354.07,Bimonthly,Owned,3.4557538,No,2.8412755,Friend,-0.043814786,0.9999639,Leader,Frequently,Business,Community Plan,0.075119555,0.073352344
Private,84.4881,39578.293,Bimonthly,Owned,3.3278046,No,2.6937819,Friend,0.022532687,0.99999267,Leader,Frequently,Business,Community Plan,-0.08536819,0.17012724
Private,73.2935,39273.332,Bimonthly,Owned,3.604851,No,2.9120958,Friend,-0.2054604,0.99998015,Leader,Frequently,Business,Community Plan,0.08628582,0.0100113535
Private,83.81449,41010.785,Bimonthly,Owned,3.530937,No,3.0464587,Friend,-0.13597038,0.9999804,Leader,Frequently,Business,Community Plan,0.1282964,-0.0044316435
Private,81.873604,39614.184,Bimonthly,Owned,3.4579566,No,2.847035,Friend,0.015922274,0.99998987,Leader,Frequently,Business,Community Plan,0.015604615,0.19101681
Private,79.222404,39274.312,Bimonthly,Owned,3.4834673,No,2.4946861,Friend,-0.05283838,0.9999968,Leader,Frequently,Business,Community Plan,-0.030407611,0.052531958
Private,82.503654,39393.88,Bimonthly,Owned,3.5438406,No,2.7494192,Friend,-0.15772645,0.9998936,Leader,Frequently,Business,Community Plan,-0.0047253426,0.08773225
Private,79.72037,40281.246,Bimonthly,Owned,3.54639,No,2.7649612,Friend,-0.08661075,0.9999819,Leader,Frequently,Business,Community Plan,0.09943698,0.1336143
Private,89.640236,39492.203,Bimonthly,Owned,3.2379966,No,2.5847218,Friend,0.14551137,0.99995214,Leader,Frequently,Business,Community Plan,0.012871634,0.041000713
Private,79.96265,35373.438,Bimonthly,Owned,3.5505881,No,2.7534413,Friend,-0.11597303,0.99997646,Leader,Frequently,Business,Community Plan,0.11545384,0.12618768
Private,78.33158,39140.605,Bimonthly,Owned,3.763091,No,2.6336153,Friend,-0.118965976,0.9999815,Leader,Frequently,Business,Community Plan,0.06700716,0.09176713
Private,86.8913,38833.613,Bimonthly,Owned,3.6438901,No,2.885262,Friend,0.019570496,0.9999879,Leader,Frequently,Business,Community Plan,0.1619827,-0.2038067
Private,80.67678,38989.28,Bimonthly,Owned,3.6274848,No,2.8234544,Friend,-0.050076637,0.999963,Leader,Frequently,Business,Community Plan,0.08421398,0.077867456
Private,90.319435,37626.277,Bimonthly,Owned,3.2851381,No,2.555981,Friend,0.2643698,0.9999895,Leader,Frequently,Business,Community Plan,-0.052338827,0.07557761
Private,81.57438,36170.35,Bimonthly,Owned,3.7281356,No,2.6790433,Friend,-0.043817453,0.9999952,Leader,Frequently,Business,Community Plan,-0.022955857,0.03459145
Private,83.760796,39537.16,Bimonthly,Owned,3.5772836,No,2.61184,Friend,-0.04009847,0.9999798,Leader,Frequently,Business,Community Plan,0.00042013076,0.105062686
Private,88.1999,39540.793,Bimonthly,Owned,3.6170979,No,2.8974946,Friend,0.04262238,0.99998903,Leader,Frequently,Business,Community Plan,-0.00050075346,0.18053065
Private,82.50746,37560.08,Bimonthly,Owned,3.603702,No,2.6939998,Friend,-0.025176553,0.99996954,Leader,Frequently,Business,Community Plan,0.07497344,0.071136415
Private,85.798065,38877.258,Bimonthly,Owned,3.2773833,No,2.7544415,Friend,0.13504544,0.99996454,Leader,Frequently,Business,Community Plan,0.07573517,0.059704628
Private,85.35369,36721.504,Bimonthly,Owned,3.7029746,No,2.3349671,Friend,-0.09754437,0.9999769,Leader,Frequently,Business,Community Plan,0.09399534,0.02254001
Private,81.39005,33992.562,Bimonthly,Owned,3.3500762,No,2.5238693,Friend,0.116877675,0.99989974,Leader,Frequently,Business,Community Plan,-0.042444307,-0.07248811
Private,76.91212,39712.324,Bimonthly,Owned,3.5471952,No,2.6588705,Friend,-0.05458605,0.99998945,Leader,Frequently,Business,Community Plan,0.03342438,0.07443521
Private,80.88371,40285.688,Bimonthly,Owned,3.5188158,No,2.8445582,Friend,0.049877994,0.99997747,Leader,Frequently,Business,Community Plan,-0.044449527,0.09077487
Private,82.916275,36069.367,Bimonthly,Owned,3.6821082,No,2.6112561,Friend,0.3333474,0.9999216,Leader,Frequently,Business,Community Plan,-0.07570465,-0.06141461
Private,82.715324,37481.887,Bimonthly,Owned,3.337678,No,2.7610676,Friend,-0.07425324,0.9999699,Leader,Frequently,Business,Community Plan,0.009578229,0.22393386
Private,83.328835,35952.234,Bimonthly,Owned,3.3256729,No,2.6051412,Friend,0.24987888,0.9999676,Leader,Frequently,Business,Community Plan,0.0042737005,-0.15817846
Private,84.19659,36228.977,Bimonthly,Owned,3.5433006,No,2.7414649,Friend,0.114946224,0.99993753,Leader,Frequently,Business,Community Plan,0.08932459,-0.09721076
Private,81.40526,37047.793,Bimonthly,Owned,3.2305973,No,2.651418,Friend,0.12966286,0.9999586,Leader,Frequently,Business,Community Plan,0.03519299,0.005571205
Private,90.866135,41732.03,Bimonthly,Owned,3.627765,No,2.7782779,Friend,-0.13855653,0.99996364,Leader,Frequently,Business,Community Plan,0.079970956,0.14951886
Private,87.52835,41640.34,Bimonthly,Owned,3.8840177,No,2.6415749,Friend,-0.15591356,0.99995,Leader,Frequently,Business,Community Plan,0.022581195,0.06731055
Private,85.370445,38659.56,Bimonthly,Owned,3.5328486,No,2.8233707,Friend,0.03755859,0.9999872,Leader,Frequently,Business,Community Plan,-0.0035336488,-0.116571665
Private,80.67849,39480.8,Bimonthly,Owned,3.573873,No,2.7529445,Friend,0.061087158,0.9999931,Leader,Frequently,Business,Community Plan,-0.12540047,-0.040217273
Private,86.51957,40419.08,Bimonthly,Owned,3.485097,No,2.582389,Friend,-0.026090967,0.99999166,Leader,Frequently,Business,Community Plan,0.0680204,0.014721205
Private,89.171,37680.03,Bimonthly,Owned,3.4401999,No,2.7014346,Friend,0.099032104,0.99995416,Leader,Frequently,Business,Community Plan,0.10303999,0.06777382
Private,86.25015,39059.86,Bimonthly,Owned,3.3823338,No,2.4554787,Friend,-0.03080753,0.99998534,Leader,Frequently,Business,Community Plan,0.069697976,0.033328634
Private,81.69171,35299.01,Bimonthly,Owned,3.4748788,No,2.6638412,Friend,0.005980093,0.99997514,Leader,Frequently,Business,Community Plan,0.01846322,0.07281136
Private,83.86854,34377.438,Bimonthly,Owned,3.6827154,No,2.55441,Friend,0.1499985,0.999961,Leader,Frequently,Business,Community Plan,-0.006389544,0.06059345
Private,85.69458,38308.29,Bimonthly,Owned,3.5272686,No,2.7341728,Friend,0.073218115,0.9999732,Leader,Frequently,Business,Community Plan,0.118672386,0.10795182
Private,84.051605,37403.87,Bimonthly,Owned,3.5389466,No,2.7248774,Friend,0.008429252,0.9999662,Leader,Frequently,Business,Community Plan,0.0560769,-0.0067235
Private,88.41522,40796.01,Bimonthly,Owned,3.3011923,No,2.9326148,Friend,-0.060977243,0.9999856,Leader,Frequently,Business,Community Plan,0.0070903604,0.1846029
Private,85.624954,37784.94,Bimonthly,Owned,3.3607621,No,2.6883128,Friend,0.085797414,0.9999832,Leader,Frequently,Business,Community Plan,0.08862875,-0.115335174
Private,86.282745,39797.42,Bimonthly,Owned,3.751079,No,2.5558627,Friend,-0.15290725,0.9999863,Leader,Frequently,Business,Community Plan,0.20413584,0.06380451
Private,88.47549,35779.074,Bimonthly,Owned,3.4793003,No,2.8038673,Friend,-0.0049151457,0.99993956,Leader,Frequently,Business,Community Plan,0.10196504,0.002525313
Private,81.51753,35353.523,Bimonthly,Owned,3.6309814,No,2.7415135,Friend,-0.0590417,0.9999419,Leader,Frequently,Business,Community Plan,-0.04904986,-0.010763891
Private,87.41222,39735.453,Bimonthly,Owned,3.8366883,No,2.6671548,Friend,-0.1649405,0.99999166,Leader,Frequently,Business,Community Plan,0.00254629,0.19535822
Private,82.69564,35136.97,Bimonthly,Owned,3.7903993,No,2.5549529,Friend,-0.03897838,0.9999928,Leader,Frequently,Business,Community Plan,0.050468713,0.0111021865
Private,89.886444,39479.047,Bimonthly,Owned,3.5378237,No,2.693828,Friend,-0.16980775,0.9999441,Leader,Frequently,Business,Community Plan,-0.003932152,0.14770766
Private,76.95192,40368.457,Bimonthly,Owned,3.714095,No,2.7871032,Friend,0.07223868,0.99998444,Leader,Frequently,Business,Community Plan,-0.006510704,0.079702064
Private,89.34916,42063.688,Bimonthly,Owned,3.672631,No,2.7640316,Friend,-0.06947824,0.9999501,Leader,Frequently,Business,Community Plan,0.11861775,-0.07585446
Private,84.88664,37898.04,Bimonthly,Owned,3.5027075,No,2.6151476,Friend,0.024386745,0.9999542,Leader,Frequently,Business,Community Plan,0.033344388,0.0999152
Private,84.02519,37167.832,Bimonthly,Owned,3.610988,No,2.7093236,Friend,-0.10856325,0.99998397,Leader,Frequently,Business,Community Plan,0.07306683,0.14821234
Private,77.43601,36448.76,Bimonthly,Owned,3.2022924,No,2.7998662,Friend,0.059632048,0.99997705,Leader,Frequently,Business,Community Plan,0.04436132,0.15317024
Private,81.432816,36817.61,Bimonthly,Owned,3.7483575,No,2.688992,Friend,-0.24466139,0.9999776,Leader,Frequently,Business,Community Plan,0.08066005,0.089456335
Private,74.35328,38075.31,Bimonthly,Owned,3.429408,No,2.97128,Friend,-0.005577678,0.99998283,Leader,Frequently,Business,Community Plan,0.121420726,0.14553936
Private,80.71186,37338.52,Bimonthly,Owned,3.492053,No,2.7052763,Friend,0.044749025,0.9999703,Leader,Frequently,Business,Community Plan,-0.019201035,0.17815764
Private,85.40751,37635.066,Bimonthly,Owned,3.7022128,No,2.8609722,Friend,0.09714704,0.99998313,Leader,Frequently,Business,Community Plan,0.028720107,0.03229483
Private,81.036896,38716.88,Bimonthly,Owned,3.4171999,No,2.6429362,Friend,-0.08493584,0.99998325,Leader,Frequently,Business,Community Plan,0.07254651,0.06457307
Private,87.78143,42231.98,Bimonthly,Owned,3.4821064,No,2.609403,Friend,-0.007565026,0.9999468,Leader,Frequently,Business,Community Plan,-0.004495706,0.0732608
Private,78.73631,39917.973,Bimonthly,Owned,3.5909367,No,2.9182236,Friend,-0.15018184,0.99995947,Leader,Frequently,Business,Community Plan,0.100624785,0.101580985
Private,90.65525,40257.42,Bimonthly,Owned,3.5468712,No,2.9253066,Friend,0.15967906,0.9999917,Leader,Frequently,Business,Community Plan,0.041643944,0.05584359
Private,83.59688,39072.24,Bimonthly,Owned,3.570611,No,2.7674227,Friend,-0.023828018,0.9999632,Leader,Frequently,Business,Community Plan,-0.05857303,0.12034458
Private,81.6779,39305.387,Bimonthly,Owned,3.3632896,No,2.72447,Friend,-0.11596475,0.9999854,Leader,Frequently,Business,Community Plan,-0.0127128,0.20688102
Private,89.70597,39172.53,Bimonthly,Owned,3.7982624,No,2.525403,Friend,0.12024306,0.99997956,Leader,Frequently,Business,Community Plan,0.034371074,0.027239682
Private,75.40023,38679.676,Bimonthly,Owned,3.5038736,No,2.9361782,Friend,0.03518106,0.99999213,Leader,Frequently,Business,Community Plan,-0.04395709,0.05900513
Private,85.472725,36944.855,Bimonthly,Owned,3.719685,No,2.7418075,Friend,-0.020089528,0.9999825,Leader,Frequently,Business,Community Plan,0.101416506,0.013106925
Private,82.696205,38596.715,Bimonthly,Owned,3.632313,No,2.733257,Friend,0.003795925,0.99997485,Leader,Frequently,Business,Community Plan,0.0070769354,0.10114894
Private,81.89225,37660.535,Bimonthly,Owned,3.2376986,No,2.6687753,Friend,0.024317767,0.999985,Leader,Frequently,Business,Community Plan,-0.039079636,0.03518328
Private,86.31002,38611.3,Bimonthly,Owned,3.3782425,No,2.73469,Friend,0.08278191,0.9999621,Leader,Frequently,Business,Community Plan,-0.027131848,0.06738137
Private,81.01769,37052.77,Bimonthly,Owned,3.726357,No,2.7515905,Friend,-0.23344785,0.99993765,Leader,Frequently,Business,Community Plan,0.1209865,0.16417569
Private,89.9713,37113.25,Bimonthly,Owned,3.4737322,No,2.7476172,Friend,0.120760225,0.99997836,Leader,Frequently,Business,Community Plan,0.036857754,-0.10564732
Private,81.783394,39240.2,Bimonthly,Owned,3.6033537,No,2.664475,Friend,0.09248216,0.9999741,Leader,Frequently,Business,Community Plan,-0.042375244,-0.04524105
Private,76.34198,41232.746,Bimonthly,Owned,3.5750957,No,2.7834182,Friend,-0.10255366,0.9999904,Leader,Frequently,Business,Community Plan,0.063268065,0.12544607
Private,77.58073,40068.176,Bimonthly,Owned,3.828963,No,2.7836704,Friend,-0.11237937,0.9999731,Leader,Frequently,Business,Community Plan,-0.056734502,0.051389795
